Competition,District Name,District IRN,Building Name,Building IRN,Building Adress,Year,Preformance Index,School Type,White,Asian,Black,Hispanic,AYP Met?
19,Constellation Schools: Puritas Community Middle,000534,Constellation Schools: Puritas Community Middle,000534,"5730 Broadview Rd Parma, OH   44134-1602",2014,90.379,Community School Startup,,,,,
0,Amanda-Clearcreek Local,046847,Amanda-Clearcreek Elementary School,000539,"328 E Main St Amanda, OH   43102-9330",2014,96.295,Elementary School,,,,,
19,Constellation Schools: Outreach Academy for Students with Di,000541,Constellation Schools: Outreach Academy for Students with Di,000541,"3727 Bosworth Rd Cleveland, OH   44111-6037",2014,45.61,Community School Startup,,,,,
4,Pinnacle Academy,000543,Pinnacle Academy,000543,"860 E 222nd St Euclid, OH   44123-3317",2014,86.144,Community School Startup,,,,,
2,Winterfield Venture Academy,000546,Winterfield Venture Academy,000546,"305 Wenz Rd Toledo, OH   43615-6244",2014,81.795,Community School Startup,,,,,
0,Middletown City,044404,Amanda Elementary School,000547,"1300 Oxford State Rd Middletown, OH   45044-7580",2014,83.248,Elementary School,,,,,
4,"Columbus Humanities, Arts and Technology Academy",000553,"Columbus Humanities, Arts and Technology Academy",000553,"1333 Morse Rd Columbus, OH   43229-6322",2014,80.492,Community School Startup,,,,,
3,A+ Arts Academy,000556,A+ Arts Academy,000556,"270 S Napoleon Ave Columbus, OH   43213-4235",2014,82.468,Community School Startup,,,,,
3,Columbus Arts & Technology Academy,000557,Columbus Arts & Technology Academy,000557,"2255 Kimberly Pkwy E Columbus, OH   43232-7210",2014,88.881,Community School Startup,,,,,
0,Columbus Preparatory Academy,000558,Columbus Preparatory Academy,000558,"3330 Chippewa St Columbus, OH   43204-1653",2014,114.935,Community School Startup,,,,,
6,Orion Academy,000559,Orion Academy,000559,"1798 Queen City Ave Cincinnati, OH   45214-1427",2014,81.877,Community School Startup,,,,,
5,Apex Academy,000560,Apex Academy,000560,"16005 Terrace Rd Cleveland, OH   44112-2001",2014,76.72,Community School Startup,,,,,
0,Amanda-Clearcreek Local,046847,Amanda-Clearcreek High School,000562,"328 E Main St Amanda, OH   43102-9330",2014,101.71,High School,,,,,
4,"Virtual Schoolhouse, Inc.",000564,"Virtual Schoolhouse, Inc.",000564,"736 Lakeview Rd Cleveland, OH   44108-2608",2014,44.141,Community School Startup,,,,,
5,Hope Academy Northwest Campus,000575,Hope Academy Northwest Campus,000575,"1441 W 116th St Cleveland, OH   44102-2301",2014,77.692,Community School Startup,,,,,
6,King Academy Community School,000576,King Academy Community School,000576,"224 W Liberty St Cincinnati, OH   45202-6990",2014,92.137,Community School Startup,,,,,
5,Emerson Academy,000577,Emerson Academy,000577,"501 Hickory St Dayton, OH   45410-1232",2014,87.192,Community School Startup,,,,,
2,FCI Academy,000585,FCI Academy,000585,"2177 Mock Rd Columbus, OH   43219-1258",2014,71.796,Community School Startup,,,,,
0,West Clermont Local,046359,Amelia Elementary School,000596,"5 E Main St Amelia, OH   45102-1943",2014,100.325,Elementary School,,,,,
1,West Clermont Local,046359,Amelia High School,000604,"1351 Clough Pike Batavia, OH   45103-2503",2014,100.324,High School,,,,,
5,Summit Academy Transition High School-Cincinnati,000608,Summit Academy Transition High School-Cincinnati,000608,"5800 Salvia Ave Cincinnati, OH   45224-3029",2014,81.333,Community School Startup,,,,,
1,Summit Academy Middle School - Lorain,000609,Summit Academy Middle School - Lorain,000609,"346 Illinois Ave Lorain, OH   44052-2106",2014,66.735,Community School Startup,,,,,
6,Summit Academy Middle School - Columbus,000610,Summit Academy Middle School - Columbus,000610,"2521 Fairwood Ave Ste 200 Columbus, OH   43207-2712",2014,65.758,Community School Startup,,,,,
1,West Clermont Local,046359,Amelia Middle School,000612,"1341 Clough Pike Batavia, OH   45103-2503",2014,95.977,Middle School,,,,,
4,Heir Force Community School,000613,Heir Force Community School,000613,"PO Box 180 Lima, OH   45802-0180",2014,91.774,Community School Startup,,,,,
3,Summit Academy Transition High School-Columbus,000614,Summit Academy Transition High School-Columbus,000614,"1855 E Dublin-Granville Rd Columbus, OH   43229-3516",2014,77.0,Community School Startup,,,,,
0,Summit Academy Alternative LearnersWarren Middle & Secondary,000616,Summit Academy Alternative LearnersWarren Middle & Secondary,000616,"1461 Moncrest Dr NW Warren, OH   44485-1928",2014,75.568,Community School Startup,,,,,
0,Federal Hocking Local,045914,Amesville Elementary School,000620,"PO Box 189 Amesville, OH   45711-0189",2014,89.511,Elementary School,,,,,
6,Summit Academy Transition High School Dayton,000621,Summit Academy Transition High School Dayton,000621,"1407 E 3rd St Dayton, OH   45403-1818",2014,80.095,Community School Startup,,,,,
2,Summit Academy-Youngstown,000623,Summit Academy-Youngstown,000623,"144 N Schenley Ave Youngstown, OH   44509-2041",2014,56.068,Community School Startup,,,,,
1,Summit Academy Community School - Painesville,000629,Summit Academy Community School - Painesville,000629,"268 N State St Painesville, OH   44077-4009",2014,67.113,Community School Startup,,,,,
1,Summit Academy Toledo Learning Center,000633,Summit Academy Toledo Learning Center,000633,"5115 Glendale Ave Ste N Toledo, OH   43614-1801",2014,73.71,Community School Startup,,,,,
0,Summit Academy Secondary School - Middletown,000634,Summit Academy Secondary School - Middletown,000634,"7 S Marshall Rd Middletown, OH   45044-5375",2014,77.36,Community School Startup,,,,,
6,Jackson Local,049858,Amherst Elementary School,000638,"8750 Jane St NW Massillon, OH   44646-1626",2014,108.581,Elementary School,,,,,
5,Deer Park Community City,043851,Amity Elementary School,000653,"4320 E Galbraith Rd Cincinnati, OH   45236-2618",2014,101.85,Elementary School,,,,,
4,Lockland Local,044230,Arlington Heights Academy,000663,"249 W Forrer St Cincinnati, OH   45215-3014",2014,63.6,Ungraded,,,,,
1,Lorain City,044263,Frank Jacinto Elementary,000676,"2515 Marshall Ave Lorain, OH   44052-4337",2014,72.172,Elementary School,,,,,
1,New Day Academy Boarding & Day School,000677,New Day Academy Boarding & Day School,000677,"8566 Barbara Dr Mentor, OH   44060-1917",2014,81.214,Community School Startup,,,,,
5,Oakstone Community School,000679,Oakstone Community School,000679,"5747 Cleveland Ave Columbus, OH   43231-2831",2014,90.707,Community School Startup,,,,,
1,Forest Hills Local,047340,Anderson High School,000687,"7560 Forest Rd Cincinnati, OH   45255-4307",2014,106.178,High School,,,,,
1,Arcadia Local,047415,Arcadia Middle School,000699,"19033 State Route 12 Arcadia, OH   44804-9714",2014,102.389,Middle School,,,,,
11,Avon Local,048116,Avon Heritage South Elementary School,000701,"35575 Detroit Rd Avon, OH   44011-1639",2014,108.776,Elementary School,,,,,
0,Pymatuning Valley Local,045880,Pymatuning Valley Primary Elementary School,000711,"PO Box 1180 Andover, OH   44003-1180",2014,104.949,Elementary School,,,,,
1,Zenith Academy,000725,Zenith Academy,000725,"8210 Havens Rd Blacklick, OH   43004-8630",2014,84.789,Community School Startup,,,,,
6,Cleveland Municipal,043786,Andrew J Rickoff,000729,"3500 E 147th St Cleveland, OH   44120-4834",2014,62.727,Elementary School,,,,,
2,HBCU Preparatory School 1,000736,HBCU Preparatory School 1,000736,"12601 Shaker Blvd Cleveland, OH   44120-2041",2014,88.59,Community School Startup,,,,,
1,Massillon City,044354,Massillon Junior High School,000737,"250 29th St NW Massillon, OH   44647-5910",2014,95.534,Junior High School,,,,,
7,HBCU Preparatory School 2,000738,HBCU Preparatory School 2,000738,"12601 Shaker Blvd Cleveland, OH   44120-2041",2014,0.0,Community School Startup,,,,,
2,Anna Local,049759,Anna Elementary School,000745,"PO Box 169 Anna, OH   45302-0169",2014,107.875,Elementary School,,,,,
2,Anna Local,049759,Anna High School,000752,"PO Box 169 Anna, OH   45302-0169",2014,107.957,High School,,,,,
0,Ansonia Local,046623,Ansonia Elementary School,000760,"PO Box 279 Ansonia, OH   45303-0279",2014,101.941,Elementary School,,,,,
1,"Maritime Academy of Toledo, The",000770,"Maritime Academy of Toledo, The",000770,"803 Water St Toledo, OH   43604-1831",2014,85.362,Community School Startup,,,,,
0,Ansonia Local,046623,Ansonia High School,000778,"PO Box 279 Ansonia, OH   45303-0279",2014,105.754,High School,,,,,
0,North Central Ohio ESC,000779,Educational Academy for Boys & Girls,000779,"1500 W 3rd Ave Columbus, OH   43212-2843",2014,74.13,Community School Conversion,,,,,
1,North Central Ohio ESC,000780,Midnimo Cross Cultural Community School,000780,"1500 W 3rd Ave Ste 125 Columbus, OH   43212-2883",2014,79.375,Community School Conversion,,,,,
6,Cincinnati Speech & Reading Intervention Center,000781,Cincinnati Speech & Reading Intervention Center,000781,"1812 Central Pkwy Cincinnati, OH   45214-2304",2014,62.5,Community School Startup,,,,,
1,Franklin City,044008,Anthony Wayne Elementary School,000802,"16 Farm Ave Franklin, OH   45005-2721",2014,93.947,Elementary School,,,,,
5,Horizon Science Academy-Cincinnati,000804,Horizon Science Academy-Cincinnati,000804,"1055 Laidlaw Ave Cincinnati, OH   45237-5005",2014,76.661,Community School Startup,,,,,
4,Horizon Science Academy-Dayton,000808,Horizon Science Academy-Dayton,000808,"4751 sue ann blvd Dayton, OH   45415",2014,71.328,Community School Startup,,,,,
2,Anthony Wayne Local,048207,Anthony Wayne High School,000810,"5967 Finzel Rd Whitehouse, OH   43571-9661",2014,107.038,High School,,,,,
2,Horizon Science Academy-Springfield,000825,Horizon Science Academy-Springfield,000825,"630 S Reynolds Rd Toledo, OH   43615-6314",2014,82.686,Community School Startup,,,,,
6,Cleveland Municipal,043786,Anton Grdina,000828,"2955 E 71st St Cleveland, OH   44104-4101",2014,54.412,Elementary School,,,,,
1,Zanesville City,045179,National Road,000831,"3505 East Pike Zanesville, OH   43701-6617",2014,80.308,Elementary School,,,,,
0,Antwerp Local,048991,Antwerp Local Elementary School,000836,"303 S. Harrmann Rd Antwerp, OH   45813",2014,103.296,Elementary School,,,,,
13,Horizon Science Academy-Denison Middle School,000838,Horizon Science Academy-Denison Middle School,000838,"1700 Denison Ave Cleveland, OH   44109-2925",2014,76.836,Community School Startup,,,,,
1,Lorain City,044263,General Johnnie Wilson Middle School,000840,"2700 Washington Ave Lorain, OH   44052-4648",2014,76.066,Middle School,,,,,
1,Lorain City,044263,Longfellow Middle School,000841,"305 Louisiana Ave Lorain, OH   44052-2256",2014,82.144,Middle School,,,,,
1,Bennett Venture Academy,000843,Bennett Venture Academy,000843,"5130 Bennett Road Toledo, OH   43612",2014,86.424,Community School Startup,,,,,
0,Antwerp Local,048991,Antwerp Local High School,000844,"303 S. Harrmann Rd Antwerp, OH   45813",2014,106.0,High School,,,,,
0,Southeast Local,050583,Apple Creek Elementary School,000851,"173 W Main St Apple Creek, OH   44606-9532",2014,101.134,Elementary School,,,,,
2,Stambaugh Charter Academy,000855,Stambaugh Charter Academy,000855,"2420 Donald Ave Youngstown, OH   44509-1306",2014,84.789,Community School Startup,,,,,
1,Horizon Science Academy-Cleveland Middle School,000858,Horizon Science Academy-Cleveland Middle School,000858,"6100 S Marginal Rd Cleveland, OH   44103-1043",2014,95.2,Community School Startup,,,,,
5,Canton City,043711,Canton Arts Academy @ Summit,000859,"1100 10th St NW Canton, OH   44703-3311",2014,103.014,Elementary School,,,,,
0,Grand Valley Local,045864,Grand Valley Elementary School,000870,"111 Grand Valley Ave West Orwell, OH   44076-9420",2014,102.69,Elementary School,,,,,
1,Westside Academy,000875,Westside Academy,000875,"4330 Clime Rd North Columbus, OH   43228-3439",2014,79.099,Community School Startup,,,,,
8,Brunswick City,043661,Applewood Elementary School,000877,"3891 Applewood Dr Brunswick, OH   44212-4049",2014,101.714,Elementary School,,,,,
3,Reynoldsburg City,047001,Slate Ridge Elementary School,000878,"10466 Taylor Rd SW Reynoldsburg, OH   43068-3249",2014,105.815,Elementary School,,,,,
3,Reynoldsburg City,047001,Waggoner Road Middle School,000879,"340 Waggoner Rd Reynoldsburg, OH   43068-9707",2014,94.672,Middle School,,,,,
1,Jonathan Alder Local,048264,Canaan Middle School,000883,"7055 US Highway 42 S Plain, OH   43064-8853",2014,98.635,Middle School,,,,,
4,Dayton City,043844,Charity Adams Earley Girls Academy,000884,"440 Shoup Mill Rd Dayton, OH   45415-3518",2014,84.818,Elementary School,,,,,
1,Arcadia Local,047415,Arcadia Elementary School,000885,"19033 State Route 12 Arcadia, OH   44804-9714",2014,95.389,Elementary School,,,,,
1,Olentangy Local,046763,Glen Oak Elementary School,000892,"7300 Blue Holly Dr Lewis Center, OH   43035-7145",2014,102.3,Elementary School,,,,,
1,Arcadia Local,047415,Arcadia High School,000893,"19033 State Route 12 Arcadia, OH   44804-9714",2014,106.863,High School,,,,,
0,Arcanum-Butler Local,046631,Arcanum Elementary School,000901,"2011 Trojan Ave Arcanum, OH   45304-1381",2014,105.844,Elementary School,,,,,
0,Cardington-Lincoln Local,048793,Cardington Intermediate School,000902,"349 Chesterville Avenue Cardington, OH   43315-9397",2014,95.355,Middle School,,,,,
3,V L T Academy,000909,V L T Academy,000909,"1100 Sycamore St Cincinnati, OH   45202-1321",2014,66.558,Community School Startup,,,,,
0,Arcanum-Butler Local,046631,Arcanum High School,000919,"2011 Trojan Ave Arcanum, OH   45304-1381",2014,104.925,High School,,,,,
0,Archbold-Area Local,047043,Archbold Elementary School,000927,"500 Lafayette St Archbold, OH   43502-1669",2014,104.237,Elementary School,,,,,
1,Cleveland Municipal,043786,Cleveland Entrepreneurship Preparatory School,000930,"1417 E 36th St Fl 2 Cleveland, OH   44114-4116",2014,88.902,Community School Startup,,,,,
0,Archbold-Area Local,047043,Archbold High School,000935,"600 Lafayette St Archbold, OH   43502-1656",2014,105.457,High School,,,,,
3,Premier Academy of Ohio,000938,Premier Academy of Ohio,000938,"1555 Elaine Rd Columbus, OH   43227-2347",2014,60.0,Community School Startup,,,,,
1,Newark City,044453,Par Excellence Academy,000941,"96 Maholm St Newark, OH   43055-3906",2014,95.114,Community School Conversion,,,,,
2,Cleveland Community School,000946,Cleveland Community School,000946,"1701 E 12th St Cleveland, OH   44114-3236",2014,59.524,Community School Startup,,,,,
2,Villaview Community School,000949,Villaview Community School,000949,"1701 E 12th St Cleveland, OH   44114-3236",2014,58.34,Community School Startup,,,,,
0,Newton Falls Exempted Village,045567,Newton Falls Elementary School,000950,"909 Milton Blvd Newton Falls, OH   44444-9707",2014,92.958,Elementary School,,,,,
2,Toledo Preparatory and Fitness Academy,000951,Toledo Preparatory and Fitness Academy,000951,"3001 Hill Ave Toledo, OH   43607-2932",2014,96.436,Community School Startup,,,,,
1,Columbus Preparatory and Fitness Academy,000952,Columbus Preparatory and Fitness Academy,000952,"1258 Demorest Rd Columbus, OH   43204-7003",2014,80.262,Community School Startup,,,,,
2,Mt. Healthy Preparatory and Fitness Academy,000953,Mt. Healthy Preparatory and Fitness Academy,000953,"7601 Harrison Ave Cincinnati, OH   45231-3107",2014,84.417,Community School Startup,,,,,
1,Toledo City,044909,Arlington Elementary School,000968,"707 Woodsdale Ave Toledo, OH   43609-2963",2014,80.329,Elementary School,,,,,
1,Arlington Local,047423,Arlington Local Elementary School,000976,"PO Box 260 Arlington, OH   45814-0260",2014,97.047,Elementary School,,,,,
1,Arlington Local,047423,Arlington Local High School,000992,"PO Box 260 Arlington, OH   45814-0260",2014,104.286,High School,,,,,
2,Columbus City School District,043802,Arlington Park Elementary School,001008,"2400 Mock Rd Columbus, OH   43219-5300",2014,57.662,Elementary School,,,,,
4,Copley-Fairlawn City,049981,Arrowhead Primary Elementary School,001024,"1600 Raleigh Blvd Copley, OH   44321-2024",2014,110.16,Elementary School,,,,,
16,Cleveland Municipal,043786,Artemus Ward,001040,"4315 W 140th St Cleveland, OH   44135-2128",2014,73.281,Elementary School,,,,,
2,Solon City,046607,Arthur Road Elementary School,001057,"33425 Arthur Rd Solon, OH   44139-4519",2014,114.704,Elementary School,,,,,
4,Groveport Madison Local,046979,Asbury Elementary School,001073,"5127 Harbor Blvd Columbus, OH   43232-6263",2014,79.17,Elementary School,,,,,
2,Ashland City,043505,Ashland High School,001081,"1440 King Rd Ashland, OH   44805-3635",2014,103.502,High School,,,,,
2,Ashland City,043505,Ashland Middle School,001099,"345 Cottage St Ashland, OH   44805-2123",2014,98.348,Middle School,,,,,
0,Buckeye Valley Local,046755,Buckeye Valley East Elementary School,001107,"PO Box 356 Ashley, OH   43003-0356",2014,105.038,Elementary School,,,,,
1,Ashtabula Area City,043513,Lakeside High School,001123,"6600 Sanborn Rd Ashtabula, OH   44004-9552",2014,90.525,High School,,,,,
1,Teays Valley Local,049098,Ashville Elementary School,001131,"90 Walnut St Ashville, OH   43103-1538",2014,99.459,Elementary School,,,,,
0,Athens City,043521,Athens High School,001149,"1 High School Rd The Plains, OH   45780-1148",2014,100.16,High School,,,,,
2,Fremont City,044016,Atkinson Elementary School,001172,"1100 Delaware Ave Fremont, OH   43420-4605",2014,93.117,Elementary School,,,,,
0,Seneca East Local,049684,Seneca East Elementary,001180,"13343 E US Highway 224 Attica, OH   44807-9301",2014,97.366,Elementary School,,,,,
0,Seneca East Local,049684,Seneca East High School,001198,"13343 E US Highway 224 Attica, OH   44807-9301",2014,101.468,High School,,,,,
2,Waterloo Local,049247,Waterloo Elementary School,001206,"1464 Industry Rd Atwater, OH   44201-9349",2014,97.768,Elementary School,,,,,
0,Shelby City,044776,Auburn Elementary School,001222,"109 Auburn Ave Shelby, OH   44875-1103",2014,103.088,Elementary School,,,,,
1,Kenston Local,047191,Timmons Elementary School,001230,"9595 E Washington St Chagrin Falls, OH   44023-2762",2014,111.816,Elementary School,,,,,
0,Paulding Exempted Village,045575,Oakwood Elementary School,001255,"PO Box 37 Oakwood, OH   45873-0037",2014,104.314,Elementary School,,,,,
0,Carrollton Exempted Village,045278,Augusta Elementary School,001271,"3117 Aurora Rd NE Carrollton, OH   44615-9739",2014,105.915,Elementary School,,,,,
0,Aurora City,049171,Aurora High School,001297,"109 W Pioneer Trl Aurora, OH   44202-9103",2014,112.048,High School,,,,,
0,Geneva Area City,044057,Austinburg Elementary School,001321,"3030 State Route 307 Austinburg, OH   44010-9703",2014,103.978,Elementary School,,,,,
0,Austintown Local,048298,Austintown Middle School,001339,"800 S Raccoon Rd Youngstown, OH   44515-3537",2014,96.969,Middle School,,,,,
0,Hilliard City,047019,Avery Elementary School,001347,"4388 Avery Rd Hilliard, OH   43026-1007",2014,99.731,Elementary School,,,,,
12,Avon Local,048116,Avon East Elementary School,001354,"3100 Nagle Rd Avon, OH   44011-2058",2014,0.0,Elementary School,,,,,
11,Avon Local,048116,Avon High School,001370,"37545 Detroit Rd Avon, OH   44011-2133",2014,108.148,High School,,,,,
4,Avon Lake City,048124,Avon Lake High School,001388,"175 Avon Belden Rd Avon Lake, OH   44012-1600",2014,109.393,High School,,,,,
0,Columbus City School District,043802,Avondale Elementary School,001396,"141 Hawkes Ave Columbus, OH   43222-1461",2014,85.0,Elementary School,,,,,
5,Plain Local,049932,Avondale Elementary School,001404,"3933 Eaton Rd NW Canton, OH   44708-1651",2014,109.216,Elementary School,,,,,
2,Ayersville Local,046706,Ayersville Elementary School,001412,"28046 Watson Rd Defiance, OH   43512-8851",2014,102.675,Elementary School,,,,,
2,Ayersville Local,046706,Ayersville High School,001420,"28046 Watson Rd Defiance, OH   43512-8851",2014,103.293,High School,,,,,
0,Joseph Badger Local,050179,Badger High School,001446,"7119 State Route 7 Kinsman, OH   44428-9788",2014,102.471,High School,,,,,
0,Paint Valley Local,049510,Paint Valley Middle School,001453,"7454 Us Highway 50 W Bainbridge, OH   45612-9708",2014,86.784,Middle School,,,,,
1,Mathews Local,050153,Baker Elementary School,001461,"4095 Sheridan Dr Vienna, OH   44473-9606",2014,101.582,Elementary School,,,,,
10,Akron City,043489,Barber Community Learning Center,001537,"665 Garry Rd Akron, OH   44305-1760",2014,73.743,Elementary School,,,,,
3,Barberton City,043539,Barberton High School,001545,"555 Barber Rd Barberton, OH   44203-1765",2014,94.219,High School,,,,,
0,Warren Local,050500,Barlow-Vincent Elementary School,001578,"70 Warrior Dr Vincent, OH   45784-5036",2014,97.725,Elementary School,,,,,
0,Barnesville Exempted Village,045203,Barnesville Elementary School,001594,"210 W Church St Barnesville, OH   43713-1069",2014,99.427,Elementary School,,,,,
0,Barnesville Exempted Village,045203,Barnesville High School,001602,"910 Shamrock Dr Barnesville, OH   43713-9115",2014,102.0,High School,,,,,
5,Sheffield-Sheffield Lake City,044768,William Barr Elementary School,001628,"2180 Lake Breeze Rd Sheffield Village, OH   44054-2540",2014,99.836,Elementary School,,,,,
0,Upper Arlington City,044933,Barrington Road Elementary School,001644,"1780 Barrington Rd Upper Arlington, OH   43221-3839",2014,109.323,Elementary School,,,,,
14,Westlake City,045062,Bassett Elementary School,001677,"2155 Bassett Rd Westlake, OH   44145-2964",2014,111.017,Elementary School,,,,,
0,Batavia Local,046300,Batavia Elementary School,001693,"215 Broadway St Batavia, OH   45103-2803",2014,102.611,Elementary School,,,,,
0,Batavia Local,046300,Batavia High School,001701,"1 Bull Dog Pl Batavia, OH   45103-3213",2014,96.409,High School,,,,,
1,Revere Local,050054,Bath Elementary School,001735,"1246 N Cleveland Massillon Rd Akron, OH   44333-2126",2014,105.205,Elementary School,,,,,
4,Bath Local,045765,Bath Elementary School,001743,"2501 Slabtown Rd Lima, OH   45801-2200",2014,100.875,Elementary School,,,,,
5,Bath Local,045765,Bath High School,001750,"2850 Bible Rd Lima, OH   45801-2242",2014,100.307,High School,,,,,
5,Bath Local,045765,Bath Middle School,001768,"2700 Bible Rd Lima, OH   45801-2244",2014,99.846,Middle School,,,,,
1,Miamisburg City,044396,Bauer Elementary School,001776,"701 N. Springboro Pike Dayton, OH   45449-3609",2014,97.405,Elementary School,,,,,
6,Bay Village City,043547,Bay High School,001792,"29230 Wolf Rd Bay Village, OH   44140-1809",2014,109.011,High School,,,,,
9,Bay Village City,043547,Bay Middle School,001800,"27725 Wolf Rd Bay Village, OH   44140-2026",2014,107.606,Middle School,,,,,
0,Lakeview Local,050187,Lakeview Elementary School,001818,"2755 Bazetta Rd NE Warren, OH   44481-9351",2014,108.705,Elementary School,,,,,
6,Beachwood City,043554,Beachwood High School,001842,"25100 Fairmount Blvd Beachwood, OH   44122-2250",2014,108.966,High School,,,,,
0,Hilliard City,047019,Beacon Elementary School,001859,"3600 Lacon Rd Hilliard, OH   43026-1223",2014,101.365,Elementary School,,,,,
0,Switzerland of Ohio Local,048652,Beallsville Elementary School,001875,"PO Box 262 Beallsville, OH   43716-0262",2014,79.92,Elementary School,,,,,
0,Switzerland of Ohio Local,048652,Beallsville High School,001883,"PO Box 262 Beallsville, OH   43716-0262",2014,83.089,High School,,,,,
2,Miamisburg City,044396,Bear Elementary School,001891,"545 School St Miamisburg, OH   45342-3049",2014,93.937,Elementary School,,,,,
1,Columbus City School District,043802,Beatty Park Elementary School,001917,"519 Trevitt St Columbus, OH   43203-1100",2014,55.0,Elementary School,,,,,
3,Columbus City School District,043802,Columbus Spanish Immersion K-8 School,001925,"2155 Fenton St Columbus, OH   43224-2314",2014,86.224,Elementary School,,,,,
0,Beaver Local,046425,Beaver Local Middle School,001933,"13052 State Route 7 Lisbon, OH   44432-9559",2014,96.347,Middle School,,,,,
0,Beaver Local,046425,Beaver Local High School,001958,"13187 State Route 7 Lisbon, OH   44432-9524",2014,102.966,High School,,,,,
4,Beavercreek City,047241,Beavercreek High School,001966,"2660 Dayton Xenia Rd Beavercreek, OH   45434-6416",2014,109.384,High School,,,,,
7,Kettering City,044180,Beavertown Elementary School,001982,"2700 Wilmington Pike Kettering, OH   45419-2141",2014,103.921,Elementary School,,,,,
6,Bedford City,043562,Bedford High School,002022,"481 Northfield Rd Bedford, OH   44146-2201",2014,93.007,High School,,,,,
3,Whitehall City,045070,Beechwood Elementary School,002048,"455 Beechwood Rd Whitehall, OH   43213-2313",2014,87.289,Elementary School,,,,,
3,Canton City,043711,Belden Elementary School,002097,"2115 Georgetown Rd NE Canton, OH   44704-2257",2014,79.828,Elementary School,,,,,
0,Bellaire Local,043570,Bellaire High School,002139,"349 35th St Bellaire, OH   43906-1278",2014,88.022,High School,,,,,
3,Bellbrook-Sugarcreek Local School District,047274,Bellbrook Middle School,002147,"3600 Feedwire Rd Bellbrook, OH   45305-9704",2014,107.532,Middle School,,,,,
3,Bellbrook-Sugarcreek Local School District,047274,Bellbrook High School,002154,"3737 Upper Bellbrook Rd Bellbrook, OH   45305-8750",2014,112.131,High School,,,,,
0,Benjamin Logan Local,048074,Benjamin Logan Elementary School,002170,"4560 County Road 26 Bellefontaine, OH   43311-9532",2014,100.456,Elementary School,,,,,
2,Dayton City,043844,Belle Haven PreK-8 School,002196,"4401 Free Pike Dayton, OH   45416-1219",2014,64.88,Elementary School,,,,,
1,Bellefontaine City,043588,Bellefontaine High School,002220,"555 E Lake Ave Bellefontaine, OH   43311-2509",2014,96.915,High School,,,,,
1,Bellevue City,043596,Bellevue High School,002246,"200 Oakland Ave Bellevue, OH   44811-1033",2014,97.436,High School,,,,,
1,Bellevue City,043596,Bellevue Middle School,002253,"215 North St Bellevue, OH   44811-1431",2014,99.764,Middle School,,,,,
0,Clear Fork Valley Local,049411,Bellville Elementary School,002279,"195 School St Bellville, OH   44813-1218",2014,102.412,Elementary School,,,,,
6,Dayton City,043844,Belmont High School,002303,"2615 Wayne Ave Dayton, OH   45420-1833",2014,73.64,High School,,,,,
1,West Branch Local,048389,Damascus Elementary,002311,"14405 Pricetown Road Salem, OH   44460",2014,97.147,Elementary School,,,,,
1,Belpre City,043604,Belpre High School,002337,"612 3rd St Belpre, OH   45714-2387",2014,94.113,High School,,,,,
6,Cleveland Heights-University Heights City,043794,Gearity Professional Development School,002352,"2323 Wrenford Rd University Hts, OH   44118-3902",2014,81.222,Elementary School,,,,,
13,Cleveland Municipal,043786,Benjamin Franklin,002378,"1905 Spring Rd Cleveland, OH   44109-4460",2014,86.34,Elementary School,,,,,
1,Piqua City,044644,Bennett Intermediate Elementary School,002394,"625 S Main St Piqua, OH   45356-3849",2014,91.476,Elementary School,,,,,
2,Berkshire Local,047167,Berkshire High School,002436,"PO Box 365 Burton, OH   44021-0365",2014,103.03,High School,,,,,
0,Western Reserve Local,048397,Western Reserve Middle School,002444,"13850 W Akron Canfield Rd Berlin Center, OH   44401-9752",2014,101.631,Middle School,,,,,
1,East Holmes Local,047688,Berlin Elementary School,002451,"PO Box 310 Berlin, OH   44610-0310",2014,106.709,Elementary School,,,,,
0,Edison Local (formerly Berlin-Milan),046789,Edison Middle School (formerly Berlin-Milan Middle School),002485,"20 Center St Berlin Heights, OH   44814-9603",2014,99.225,Middle School,,,,,
0,Berne Union Local,046854,Berne Union Elementary School,002493,"506 N Main St Sugar Grove, OH   43155-9500",2014,102.726,Elementary School,,,,,
0,Berne Union Local,046854,Berne Union High School,002501,"506 N Main St Sugar Grove, OH   43155-9500",2014,99.599,High School,,,,,
0,Lebanon City,044214,Berry Intermediate School,002519,"23 Oakwood Ave Lebanon, OH   45036-1512",2014,100.722,Elementary School,,,,,
3,Columbus City School District,043802,Berwick Alternative K-8 School,002527,"2655 Scottwood Rd Columbus, OH   43209-3130",2014,87.572,Elementary School,,,,,
2,Bethel Local,048611,Bethel Elementary School,002543,"7490 State Route 201 Tipp City, OH   45371-7316",2014,104.168,Elementary School,,,,,
0,Bethel-Tate Local,046318,Bethel Tate High School,002568,"3420 State Route 125 Bethel, OH   45106-8560",2014,101.398,High School,,,,,
2,Bethel Local,048611,Bethel High School,002576,"7490 State Route 201 Tipp City, OH   45371-7316",2014,106.213,High School,,,,,
0,Bethel-Tate Local,046318,Bethel-Tate Middle School,002584,"649 W Plane St Bethel, OH   45106-1366",2014,103.449,Middle School,,,,,
8,Akron City,043489,Bettes Elementary School,002600,"1333 Betana Ave Akron, OH   44310-2620",2014,80.887,Elementary School,,,,,
