Competition,District Name,District IRN,Building Name,Building IRN,Building Adress,Year,Preformance Index,School Type,White,Asian,Black,Hispanic,AYP Met?
1,Solon City,046607,Solon Middle School,113860,"6835 Som Center Rd Solon, OH   44139-4207",2015,110.961,8,,,,,
1,Solon City,046607,Parkside Elementary School,113878,"6845 Som Center Rd Solon, OH   44139-4207",2015,110.476,5,,,,,
7,Lakota Local,046110,Heritage Elementary School,113910,"5052 Hamilton Mason Rd Liberty Twp, OH   45011-8492",2015,100.972,11,,,,,
2,Hudson City,050021,East Woods Elementary School,114090,"120 N Hayden Pkwy Hudson, OH   44236-3152",2015,98.127,6,,,,,
6,Brecksville-Broadview Heights City,043646,Central Elementary School,114561,"27 Public Sq Brecksville, OH   44141-1801",2015,104.231,8,,,,,
0,Parkway Local,048579,Parkway Elementary School,114652,"400 Buckeye St Rockford, OH   45882-9267",2015,101.478,5,,,,,
3,Gahanna-Jefferson City,046961,Gahanna South Middle School,114819,"349 Shady Spring Dr Gahanna, OH   43230-5300",2015,96.963,10,,,,,
4,Medina City,044388,A. I. Root Middle School,115873,"333 W Sturbridge Dr Medina, OH   44256-3891",2015,87.637,11,,,,,
2,Reynoldsburg City,047001,Taylor Road Elementary School,115881,"8200 Taylor Rd SW Reynoldsburg, OH   43068-9630",2015,103.051,5,,,,,
0,Edgewood City,046094,Edgewood Middle School,117382,"5005 Oxford State Rd Trenton, OH   45067-9778",2015,87.707,6,,,,,
3,Olentangy Local,046763,Wyandot Run Elementary School,117770,"2800 Carriage Rd Powell, OH   43065-8502",2015,105.368,8,,,,,
1,Osnaburg Local,049916,East Canton Middle School,117879,"310 Browning Ct N East Canton, OH   44730-1248",2015,85.556,6,,,,,
1,Hilliard City,047019,Norwich Elementary School,118042,"4454 Davidson Rd Hilliard, OH   43026-9647",2015,90.991,6,,,,,
0,Hilliard City,047019,Hilliard Crossing Elementary School,118059,"3340 Hilliard Rome Rd Hilliard, OH   43026-8114",2015,94.842,7,,,,,
0,Southern Local,049064,Millcreek Elementary School,118141,"10397 State Route 155 SE Corning, OH   43730-9710",2015,89.806,8,,,,,
1,Canal Winchester Local,046946,Canal Winchester Middle School,118158,"7155 Parkview Dr Canal Winchester, OH   43110-7893",2015,95.928,9,,,,,
5,Worthington City,045138,Kilbourne Middle School,118257,"50 E Dublin Granville Rd Worthington, OH   43085-3101",2015,94.114,7,,,,,
0,Crooksville Exempted Village,045351,Crooksville Elementary School,118331,"12400 Tunnel Hill Rd Crooksville, OH   43731-9558",2015,99.375,2,,,,,
5,Cuyahoga Heights Local,046557,Cuyahoga Hts Middle School,118414,"4840 E 71st St Cuyahoga Heights, OH   44125-1043",2015,93.901,9,,,,,
2,Loveland City,044271,Loveland Elementary School,118828,"600 Loveland Madeira Rd Loveland, OH   45140-2703",2015,96.535,5,,,,,
0,Hilliard City,047019,Hilliard Weaver Middle School,119438,"4600 Avery Rd Hilliard, OH   43026-9718",2015,97.965,8,,,,,
4,Lakota Local,046110,Cherokee Elementary School,119768,"5345 Kyles Station Rd Liberty Twp, OH   45011-8400",2015,93.783,11,,,,,
2,Lakota Local,046110,Independence Elementary School,119776,"7480 Princeton Rd Liberty Township, OH   45044-9619",2015,98.744,11,,,,,
1,Springfield Local,048223,Holloway Elementary School,119792,"6611 Pilliod Rd Holland, OH   43528-9580",2015,94.198,7,,,,,
1,Dublin City,047027,Willard Grizzell Middle School,120212,"8705 Avery Rd Dublin, OH   43017-9511",2015,103.79,11,,,,,
0,Northwest Local,049635,Northwest Middle School,120261,"692 Mohawk Dr Mc Dermott, OH   45652-9000",2015,81.6,2,,,,,
0,Northwest Local,049635,Northwest Elementary School,120279,"4738 Henley Deemer Rd Mc Dermott, OH   45652-9050",2015,89.748,4,,,,,
0,Western Brown Local,046060,Mt  Orab Middle School,120337,"472 W Main St Mount Orab, OH   45154-9452",2015,83.576,4,,,,,
3,Gahanna-Jefferson City,046961,Blacklick Elementary School,120360,"6540 Havens Corners Rd Blacklick, OH   43004-8415",2015,103.997,8,,,,,
2,Dublin City,047027,Dublin Scioto High School,120485,"4000 Hard Rd Dublin, OH   43016-8349",2015,102.589,16,,,,,
0,Ripley-Union-Lewis-Huntington Local,046078,Ripley Union Lewis Huntington Elementary School,121434,"502 S 2nd St Ripley, OH   45167-1306",2015,89.636,2,,,,,
1,South-Western City,044800,Buckeye Woods Elementary School,121525,"2525 Holton Rd Grove City, OH   43123-8985",2015,101.717,5,,,,,
1,South-Western City,044800,Darby Woods Elementary School,121533,"255 Westwoods Blvd Galloway, OH   43119-8548",2015,91.033,2,,,,,
2,Heath City,044115,Stevenson Elementary School,121954,"152 Cynthia St Heath, OH   43056-1274",2015,91.566,6,,,,,
6,Liberty-Benton Local,047449,Liberty-Benton Middle School,122028,"9190 County Road 9 Findlay, OH   45840-8811",2015,98.233,9,,,,,
0,Amanda-Clearcreek Local,046847,Amanda-Clearcreek Middle School,122069,"328 E Main St Amanda, OH   43102-9330",2015,84.073,8,,,,,
3,Delaware City,043877,Robert F Schultz Elementary School,122093,"499 Applegate Ln Delaware, OH   43015-4228",2015,99.249,6,,,,,
14,Brooklyn City,043653,Brooklyn Intermediate School,122143,"9200 Biddulph Rd Brooklyn, OH   44144-2614",2015,85.032,2,,,,,
2,Dublin City,047027,Mary Emma Bailey Elementary School,122507,"4900 Brandonway Dr Dublin, OH   43017-8418",2015,103.858,9,,,,,
5,Mariemont City,044313,Mariemont Junior High School,122622,"3847 Southern Avenue Cincinnati, OH   45227-3600",2015,104.055,6,,,,,
0,Hilliard City,047019,Hilliard Horizon Elementary School,122747,"6000 Renner Rd Columbus, OH   43228-9346",2015,93.823,8,,,,,
0,Tuscarawas Valley Local,050302,Tuscarawas Valley Middle School,122887,"2633 Tusky Valley Rd NE Zoarville, OH   44656-9692",2015,98.552,12,,,,,
5,Canton City,043711,Portage Collab Montessori Middle School,123026,"239 Portage St NW North Canton, OH   44720-2737",2015,100.175,13,,,,,
4,Woodridge Local,049973,Woodridge Intermediate Elementary School,123034,"1930 Bronson Ave Peninsula, OH   44264-9602",2015,90.174,7,,,,,
1,Olentangy Local,046763,Alum Creek Elementary School,123141,"2515 Parklawn Dr Lewis Center, OH   43035-6064",2015,101.527,8,,,,,
1,Bellbrook-Sugarcreek Local,047274,Bell Creek Intermediate School,123216,"3777 Upper Bellbrook Rd Bellbrook, OH   45305-8750",2015,101.155,10,,,,,
3,Pickerington Local,046896,Tussing Elementary School,123307,"7117 Tussing Rd Reynoldsburg, OH   43068-4108",2015,97.214,5,,,,,
8,Green Local,050013,Green Intermediate Elementary School,123398,"PO Box 218 Green, OH   44232-0218",2015,101.267,9,,,,,
0,Wooster City,045120,Cornerstone Elementary School,123463,"101 W Bowman St Wooster, OH   44691-3401",2015,79.44,0,,,,,
0,Hilliard City,047019,Hilliard Darby High School,123539,"4200 Leppert Rd Hilliard, OH   43026-8466",2015,103.551,15,,,,,
0,Adena Local,049494,Adena Middle School,123547,"3367 County Road 550 Frankfort, OH   45628-9503",2015,91.632,7,,,,,
5,Lakota Local,046110,Lakota Ridge Junior School,123828,"6199 Beckett Ridge Blvd West Chester, OH   45069-6413",2015,95.034,7,,,,,
3,Butler Technology & Career Development Schools,046110,Lakota East High School,123836,"6840 Lakota Ln Liberty Township, OH   45044-9578",2015,104.204,16,,,,,
7,Fairfield City,046102,Fairfield Intermediate Elementary School,124073,"255 Donald Dr Fairfield, OH   45014-3006",2015,91.81,6,,,,,
7,Fairfield City,046102,Fairfield East Elementary School,124081,"6711 Morris Rd Hamilton, OH   45011-5419",2015,95.079,6,,,,,
0,Brown ESC,046037,Russellville Elementary School,124214,"239 W Main St Russellville, OH   45168-8928",2015,88.879,5,,,,,
1,Eastern Local,046037,Eastern MS,124222,"11519 US Highway 62 Winchester, OH   45697-9690",2015,88.049,8,,,,,
0,Gibsonburg Exempted Village,045385,Gibsonburg Middle School,124727,"740 S Main St Gibsonburg, OH   43431-9773",2015,78.962,0,,,,,
0,Batavia Local,046300,Batavia Middle School,124859,"800 Bauer Ave Batavia, OH   45103-2837",2015,90.348,10,,,,,
0,East Clinton Local,046409,East Clinton Junior High School,124867,"PO Box 19 Lees Creek, OH   45138-0019",2015,87.202,5,,,,,
3,Kings Local,050435,Columbia Intermediate School,124875,"8263 Columbia Rd Kings Mills, OH   45034",2015,95.585,6,,,,,
1,Marysville Exempted Village,045476,Mill Valley Elementary School,125047,"633 Mill Wood Blvd Marysville, OH   43040-9339",2015,97.959,5,,,,,
0,Coldwater Exempted Village,045310,Coldwater Middle School,125187,"310 N 2nd St Coldwater, OH   45828-1242",2015,95.337,11,,,,,
1,Anthony Wayne Local,048207,Anthony Wayne Junior High School,125229,"6035 Finzel Rd Whitehouse, OH   43571-9588",2015,97.802,6,,,,,
2,Buckeye Valley Local,046755,Buckeye Valley Local Middle School,125245,"683 Coover Rd Delaware, OH   43015-9562",2015,96.801,12,,,,,
0,Hilliard City,047019,Darby Creek Elementary School,125344,"6305 Pinefield Dr Hilliard, OH   43026-7705",2015,97.617,8,,,,,
0,Felicity-Franklin Local,046334,Felicity-Franklin Local Middle School,125351,"PO Box 619 Felicity, OH   45120-0619",2015,85.456,5,,,,,
1,Sylvania City,044875,Sylvania Timberstone Junior High School,125567,"9000 Sylvania Ave Sylvania, OH   43560-9578",2015,96.657,9,,,,,
1,New Richmond Exempted Village,045559,Locust Corner Elementary School,125765,"3431 Locust Corner Rd Cincinnati, OH   45245-3118",2015,83.653,8,,,,,
0,Washington-Nile Local,049650,Portsmouth West Elementary School,125773,"15332A Us Highway 52 West Portsmouth, OH   45663-9093",2015,86.464,1,,,,,
0,Washington-Nile Local,049650,Portsmouth West Middle School,125781,"15332 US Highway 52 Unit B West Portsmouth, OH   45663-2034",2015,85.895,4,,,,,
0,Celina City,043729,Celina Intermediate Elementary School,125823,"227 Portland St Celina, OH   45822-2035",2015,83.186,5,,,,,
9,Strongsville City,044842,Kinsner Elementary School,125955,"19091 Waterford Pkwy Strongsville, OH   44149-0936",2015,98.607,11,,,,,
4,Mason City,050450,Mason Intermediate Elementary School,126193,"6307 S Mason Montgomery Rd Mason, OH   45040-1727",2015,99.201,10,,,,,
11,Avon Local,048116,Avon Middle School,126359,"3445 Long Rd Avon, OH   44011-2233",2015,105.585,7,,,,,
1,Bluffton Exempted Village,045211,Bluffton Middle School,127639,"116 S Jackson St Bluffton, OH   45817-1218",2015,100.514,9,,,,,
2,Olentangy Local,046763,Scioto Ridge Elementary School,132225,"8715 Big Bear Ave Powell, OH   43065-7754",2015,107.898,8,,,,,
1,Olentangy Local,046763,Arrowhead Elementary School,132233,"2385 Hollenback Rd Lewis Center, OH   43035-9043",2015,98.582,8,,,,,
0,Union Local,046011,Union Local Middle School,132258,"66859 Belmont Morristown Rd Belmont, OH   43718-9569",2015,81.744,7,,,,,
0,Union Local,046011,Union Local Elementary School,132266,"66699 Belmont Morristown Rd Belmont, OH   43718-9568",2015,87.035,4,,,,,
0,Summit Acdy Comm Schl for Alternative Learners of Middletown,132746,Summit Acdy Comm Schl for Alternative Learners of Middletown,132746,"4700 Central Ave Middletown, OH   45044-5354",2015,57.516,0,,,,,
1,Summit Academy Community School Alternative Learners -Xenia,132761,Summit Academy Community School Alternative Learners -Xenia,132761,"1694 Pawnee Dr Xenia, OH   45385-4126",2015,60.967,0,,,,,
8,Summit Academy Akron Middle School,132779,Summit Academy Akron Middle School,132779,"2791 Mogadore Rd Akron, OH   44312-1504",2015,67.752,0,,,,,
2,Miami Valley Academies,132944,Miami Valley Academies,132944,"5656 Springboro Pike Dayton, OH   45449-2806",2015,63.568,0,,,,,
1,Constellation Schools: Lorain Community Elementary,132951,Constellation Schools: Lorain Community Elementary,132951,"5983 W 54th St Parma, OH   44129-3854",2015,85.225,2,,,,,
17,Constellation Schools: Elyria Community,132969,Constellation Schools: Elyria Community,132969,"300 N Abbe Rd Elyria, OH   44035-3715",2015,85.603,8,,,,,
17,Constellation Schools: Westpark Community Elementary,132993,Constellation Schools: Westpark Community Elementary,132993,"16210 Lorain Ave Cleveland, OH   44111-5521",2015,93.503,4,,,,,
5,"Intergenerational School, The",133215,"Intergenerational School, The",133215,"11327 Shaker Blvd Ste 200 E. Cleveland, OH   44104-3805",2015,85.926,8,,,,,
12,Constellation Schools: Parma Community,133256,Constellation Schools: Parma Community,133256,"7667 Day Dr Fl 1ST Parma, OH   44129-5603",2015,89.811,23,,,,,
4,Washington Park Community School,133280,Washington Park Community School,133280,"4000 Washington Park Blvd Newburgh Heights, OH   44105-3248",2015,70.398,0,,,,,
4,Summit Academy Community School for Alternative Learn-Canton,133306,Summit Academy Community School for Alternative Learn-Canton,133306,"1620 Market Ave S Canton, OH   44707-3778",2015,60.321,0,,,,,
6,Summit Academy Community School Alternative Learners-Lorain,133322,Summit Academy Community School Alternative Learners-Lorain,133322,"2140 E 36th St Lorain, OH   44055-2756",2015,59.528,0,,,,,
7,T.C.P. World Academy,133330,T.C.P. World Academy,133330,"6000 Ridge Ave Cincinnati, OH   45213-1624",2015,73.156,8,,,,,
1,Electronic Classroom Of Tomorrow,133413,Electronic Classroom Of Tomorrow,133413,"3700 S High St Ste 95 Columbus, OH   43207-4083",2015,70.745,4,,,,,
2,"Graham School, The",133421,"Graham School, The",133421,"3950 Indianola Ave Columbus, OH   43214-3158",2015,86.72,6,,,,,
4,Cornerstone Academy Community School,133439,Cornerstone Academy Community School,133439,"6015 E Walnut St Westerville, OH   43081-9620",2015,91.737,13,,,,,
6,Dayton Leadership Academies-Dayton View Campus,133454,Dayton Leadership Academies-Dayton View Campus,133454,"1416 W Riverview Ave Dayton, OH   45402-6217",2015,70.742,0,,,,,
7,Phoenix Community Learning Ctr,133504,Phoenix Community Learning Ctr,133504,"3595 Washington Ave Cincinnati, OH   45229-2609",2015,77.657,6,,,,,
5,Cincinnati College Preparatory Academy,133512,Cincinnati College Preparatory Academy,133512,"1425 Linn St Cincinnati, OH   45214-2605",2015,79.043,12,,,,,
2,Citizens Academy,043786,Citizens Academy,133520,"10118 Hampden Ave Cleveland, OH   44108-3538",2015,84.497,1,,,,,
6,"Edge Academy, The",133538,"Edge Academy, The",133538,"92 N Union St Akron, OH   44304-1347",2015,75.15,0,,,,,
3,Millennium Community School,133561,Millennium Community School,133561,"3500 Refugee Rd Columbus, OH   43232-4862",2015,60.824,0,,,,,
8,Summit Academy Akron Elementary School,133587,Summit Academy Akron Elementary School,133587,"2503 Leland Ave Akron, OH   44312-2426",2015,68.49,1,,,,,
3,Dayton City,043844,World of Wonder PreK-8 School,133603,"4411 Oakridge Dr Dayton, OH   45417-1144",2015,50.578,0,,,,,
1,Horizon Science Acad Cleveland,133629,Horizon Science Acad Cleveland,133629,"6000 S Marginal Rd Cleveland, OH   44103-1042",2015,87.561,8,,,,,
5,Horizon Science Academy Columbus,133660,Horizon Science Academy Columbus,133660,"1070 Morse Rd Columbus, OH   43229-6290",2015,91.049,8,,,,,
4,Riverside Academy,133678,Riverside Academy,133678,"3280 River Rd Cincinnati, OH   45204-1214",2015,58.374,0,,,,,
5,Richard Allen Academy,133736,Richard Allen Academy,133736,"184 Salem Ave Dayton, OH   45406-5804",2015,75.359,0,,,,,
8,Lincoln Preparatory Academy,133819,Lincoln Preparatory Academy,133819,"4215 Robert Ave Cleveland, OH   44109-1255",2015,74.031,2,,,,,
1,Toledo School For The Arts,133942,Toledo School For The Arts,133942,"333 14th St Toledo, OH   43604-5459",2015,98.068,24,,,,,
0,Youngstown Community School,134072,Youngstown Community School,134072,"50 Essex St Youngstown, OH   44502-1838",2015,81.294,3,,,,,
13,Constellation Schools: Old Brooklyn Community Elementary,134098,Constellation Schools: Old Brooklyn Community Elementary,134098,"4430 State Rd Cleveland, OH   44109-4705",2015,95.828,4,,,,,
1,Autism Model School,134122,Autism Model School,134122,"3020 Tremainsville Rd Toledo, OH   43613-1901",2015,69.048,0,,,,,
1,Aurora Academy,134148,Aurora Academy,134148,"824 6th St Toledo, OH   43605-1704",2015,74.112,2,,,,,
3,Green Inspiration Academy,134197,Green Inspiration Academy,134197,"4265 Northfield Rd Highland Hills, OH   44128-2811",2015,60.923,0,,,,,
8,Middlebury Academy,134213,Middlebury Academy,134213,"88 Kent St Akron, OH   44305-2544",2015,67.024,1,,,,,
9,Colonial Prep Academy,134221,Colonial Prep Academy,134221,"2199 5th St SW Akron, OH   44314-2405",2015,69.924,1,,,,,
0,Clear Fork Valley Local,049411,Clear Fork Middle School,134692,"987 State Route 97 E Bellville, OH   44813-1229",2015,74.611,3,,,,,
0,Eastern Local,048512,Eastern Elementary School,135046,"38850 State Route 7 Reedsville, OH   45772-9724",2015,90.952,12,,,,,
2,Oak Hills Local,047373,Rapid Run Middle School,135269,"6345 Rapid Run Rd Cincinnati, OH   45233-4555",2015,95.27,11,,,,,
1,Dublin City,047027,Henry Karrer Middle School,135301,"7245 Tullymore Dr Dublin, OH   43016-8401",2015,108.925,11,,,,,
5,Westerville City,045047,Genoa Middle School,135327,"5948 S Old 3c Hwy Westerville, OH   43082-9251",2015,102.688,11,,,,,
1,Hillsboro City,044123,Hillsboro Middle School,135517,"550 US Route 62 Hillsboro, OH   45133-1619",2015,80.777,2,,,,,
3,Mansfield City,044297,Hedges/Mansfield City Alternative School,135566,"176 Hedges St Mansfield, OH   44902-2032",2015,38.0,0,,,,,
1,Forest Hills Local,047340,Nagel Middle School,135830,"1500 Nagel Rd Cincinnati, OH   45255-2544",2015,99.73,6,,,,,
3,Twinsburg City,050070,Twinsburg High School,136101,"10084 Ravenna Rd Twinsburg, OH   44087-1719",2015,102.747,16,,,,,
2,Miamisburg City,044396,Medlar View Elementary School,136598,"4400 Medlar Rd Miamisburg, OH   45342-4335",2015,96.915,8,,,,,
0,Southeast Local,049221,Southeast Intermediate Elementary School,136788,"8301 Tallmadge Rd Ravenna, OH   44266-9231",2015,96.231,8,,,,,
0,Huntington Local,049502,Huntington Middle School,137265,"188 Huntsman Rd Chillicothe, OH   45601-9378",2015,77.277,1,,,,,
1,Kent City,044164,Stanton Middle School,137273,"1175 Hudson Rd Kent, OH   44240-2109",2015,98.287,9,,,,,
1,Van Buren Local,047464,Van Buren Middle School,137455,"217 S Main St Van Buren, OH   45889-9720",2015,101.838,10,,,,,
1,Piqua City,044644,Piqua Junior High School,137463,"1 Tomahawk Trl Piqua, OH   45356-8242",2015,84.068,4,,,,,
1,Lowellville Local,048330,Lowellville Elementary School,138040,"52 Rocket Place Lowellville, OH   44436",2015,92.801,8,,,,,
2,Delaware City,043877,John C Dempsey Middle School,138065,"599 Pennsylvania Ave Delaware, OH   43015-1522",2015,85.295,4,,,,,
1,Columbus City,043802,Columbus Global Academy,138099,"2001 Hamilton Ave Columbus, OH   43211-2115",2015,56.312,0,,,,,
3,Columbus City,043802,Eastmoor Academy,138198,"417 S Weyant Ave Columbus, OH   43213-2279",2015,86.225,7,,,,,
8,Mogadore Local,050039,Mogadore Junior High School,138347,"130 S Cleveland Ave Mogadore, OH   44260-1443",2015,88.814,3,,,,,
0,Ridgewood Local,046474,Ridgewood Middle School,138552,"517 S Oak St West Lafayette, OH   43845-1350",2015,88.455,6,,,,,
0,Springboro Community City,050427,Springboro Intermediate School,138602,"705 S Main St Springboro, OH   45066-1581",2015,96.45,3,,,,,
1,South-Western City,044800,Franklin Woods Intermediate School,138727,"1831 Finland Ave Columbus, OH   43223-3719",2015,76.519,0,,,,,
1,South-Western City,044800,Holt Crossing Intermediate School,138735,"2706 Holt Rd Grove City, OH   43123-9688",2015,90.12,6,,,,,
1,South-Western City,044800,Galloway Ridge Intermediate School,138743,"122 Galloway Rd Galloway, OH   43119-9248",2015,87.217,2,,,,,
1,South-Western City,044800,Park Street Intermediate School,138750,"3191 Park St Grove City, OH   43123-3225",2015,91.072,6,,,,,
4,Little Miami Local,050443,Little Miami Intermediate Middle School,138859,"7247 Zoar Rd Maineville, OH   45039-8098",2015,91.397,6,,,,,
3,Pickerington Local,046896,Harmon Middle School,138958,"12410 Harmon Rd Pickerington, OH   43147-9216",2015,91.863,5,,,,,
2,Pickerington Local,046896,Diley Middle School,138966,"750 Preston Trails Dr Pickerington, OH   43147-2056",2015,93.844,6,,,,,
1,Southeastern Local,046276,Southeastern Jr. High School,139022,"195 E Jamestown St South Charleston, OH   45368-5010",2015,86.089,4,,,,,
1,Northeastern Local,046722,Tinora Elementary School,139204,"5751 Domersville Rd Defiance, OH   43512-9121",2015,96.518,11,,,,,
0,Lynchburg-Clay Local,047639,Lynchburg-Clay Elementary School,139212,"6760 State Route 134 Lynchburg, OH   45142-9154",2015,95.249,8,,,,,
0,Lynchburg-Clay Local,047639,Lynchburg-Clay Middle School,139220,"8250 State Route 134 Lynchburg, OH   45142-9110",2015,91.481,8,,,,,
5,Wadsworth City,044974,Central Intermediate School,139287,"151 Main St Wadsworth, OH   44281-1433",2015,96.574,6,,,,,
1,Monroe Local,139303,Monroe Jr./Sr. High School,139311,"220 Yankee Rd Monroe, OH   45050-1042",2015,96.211,21,,,,,
1,Monroe Local,139303,Monroe Elementary School,139337,"230 Yankee Rd Monroe, OH   45050-1042",2015,95.106,11,,,,,
3,Olentangy Local,046763,Oak Creek Elementary School,139360,"1256 Westwood Dr Lewis Center, OH   43035-6077",2015,102.5,8,,,,,
1,Bright Local,047613,Bright Elementary School,139477,"6100 Fair Ridge Rd Hillsboro, OH   45133-6616",2015,83.172,4,,,,,
1,Ontario Local,049478,Stingel Elementary School,139485,"426 Shelby Ontario Rd Ontario, OH   44906-1030",2015,96.622,8,,,,,
1,Girard City,044065,Girard Junior High School,139584,"1244 Shannon Rd Girard, OH   44420-1410",2015,89.028,4,,,,,
2,Loveland City,044271,Loveland Intermediate School,139717,"757 S Lebanon Rd Loveland, OH   45140-9308",2015,83.93,6,,,,,
4,Cincinnati City,043752,Carson Elementary School,139873,"4323 Glenway Ave Cincinnati, OH   45205-1507",2015,74.648,1,,,,,
4,Medina City,044388,H G Blake Elementary School,140046,"4704 Lexington Ridge Dr Medina, OH   44256-7494",2015,98.723,8,,,,,
0,Portsmouth City,044669,Portsmouth Elementary,140350,"514 Union St Portsmouth, OH   45662-4368",2015,76.9,1,,,,,
1,Marysville Exempted Village,045476,Creekview Intermediate Elementary School,140590,"2000 Creekview Dr Marysville, OH   43040-8325",2015,94.895,6,,,,,
0,Hilliard City,047019,Alton Darby Elementary School,140806,"2730 Alton Darby Creek Rd Hilliard, OH   43026-9770",2015,95.058,7,,,,,
0,Hilliard City,047019,Hilliard Tharp Sixth Grade Elementary School,140814,"4681 Leap Rd Hilliard, OH   43026-9264",2015,88.165,3,,,,,
0,Hilliard City,047019,Hoffman Trails Elementary School,140822,"4301 Hoffman Farms Dr Hilliard, OH   43026-7329",2015,99.347,8,,,,,
0,Hilliard City,047019,Hilliard Memorial Middle School,140830,"5600 Scioto Darby Rd Hilliard, OH   43026-1389",2015,96.857,9,,,,,
0,Triad Local,046201,Triad Middle School,140871,"7941 Brush Lake Rd North Lewisburg, OH   43060-9617",2015,88.582,9,,,,,
1,Aurora City,049171,Leighton Elementary School,140889,"121 Aurora Hudson Rd Aurora, OH   44202-9236",2015,105.16,9,,,,,
2,Olentangy Local,046763,Tyler Run Elementary School,140970,"580 Salisbury Dr Powell, OH   43065-8378",2015,107.421,9,,,,,
2,Olentangy Local,046763,Olentangy Liberty Middle School,140988,"7940 Liberty Rd N Powell, OH   43065-9707",2015,106.641,10,,,,,
5,Brunswick City,043661,Visintainer Middle School,141994,"1459 Pearl Rd Brunswick, OH   44212-3467",2015,94.221,8,,,,,
2,South-Western City,044800,Jackson Middle School,142000,"2271 Holton Rd Grove City, OH   43123-8983",2015,97.758,8,,,,,
1,South-Western City,044800,Central Crossing High School,142018,"4500 Big Run South Rd Grove City, OH   43123-9687",2015,97.16,12,,,,,
1,Columbus City,043802,Columbus Africentric Early College,142034,"300 E Livingston Ave Columbus, OH   43215-5761",2015,66.896,3,,,,,
0,Southern Local,048538,Southern Elementary School,142141,"906 Elm St Racine, OH   45771-8902",2015,92.243,11,,,,,
0,Morgan Local,048777,Morgan Junior High School,142158,"820 Raider Dr Mc Connelsville, OH   43756-9299",2015,71.344,3,,,,,
0,Morgan Local,048777,East Elementary School,142166,"4265 N State Route 376 NW Mc Connelsville, OH   43756-9145",2015,89.849,10,,,,,
0,Morgan Local,048777,West Elementary School,142174,"9675 State Route 37 Malta, OH   43758-9727",2015,87.245,11,,,,,
0,Morgan Local,048777,South Elementary School,142182,"3555 State Route 792 Stockport, OH   43787-9344",2015,82.165,5,,,,,
0,Fairfield Local,047621,Fairfield Local Middle School,142190,"11611 State Route 771 Leesburg, OH   45135-8601",2015,92.551,10,,,,,
1,Belpre City,043604,Belpre Elementary School,142240,"2000 Rockland Ave Belpre, OH   45714-1118",2015,89.049,4,,,,,
1,New London Local,047720,New London Middle School,142281,"1 Wildcat Dr New London, OH   44851-9262",2015,75.991,5,,,,,
2,Anna Local,049759,Anna Middle School,142331,"1 McRill Way Anna, OH   45302-5030",2015,99.628,9,,,,,
6,Cincinnati City,043752,Virtual High School,142398,"425 Ezzard Charles Dr Cincinnati, OH   45203-1462",2015,72.786,1,,,,,
0,Central Local,046714,Fairview Elementary School,142406,"14060 Blosser Rd Sherwood, OH   43556-9500",2015,96.358,8,,,,,
0,Bellaire Local,043570,Bellaire Elementary School,142505,"53299 Pike St Bellaire, OH   43906-0600",2015,92.212,4,,,,,
0,Bellaire Local,043570,Bellaire Middle School,142513,"54555 Bellaire-Neffs Rd Bellaire, OH   43906",2015,92.996,11,,,,,
1,Orange City,046581,Moreland Hills Elementary School,142554,"32000 Chagrin Blvd Pepper Pike, OH   44124-5922",2015,97.559,8,,,,,
2,Pickerington Local,046896,Heritage Elementary School,142638,"100 N East St Pickerington, OH   43147-1128",2015,96.113,5,,,,,
5,Focus Learning Academy of Northern Columbus,123257,Focus Learning Academy of Northern Columbus,142943,"1880 E Dublin Granville Rd Columbus, OH   43229-3523",2015,57.454,0,,,,,
1,Ohio Virtual Academy,142950,Ohio Virtual Academy,142950,"1690 Woodlands Dr Ste 200 Maumee, OH   43537-4045",2015,80.48,13,,,,,
5,Hope Academy Northcoast,142968,Hope Academy Northcoast,142968,"4310 E 71st St Cleveland, OH   44105-5759",2015,50.381,0,,,,,
7,International Acad Of Columbus,143172,International Acad Of Columbus,143172,"1201 Shrock Ct Columbus, OH   43229",2015,77.306,3,,,,,
0,Great Western Academy,143198,Great Western Academy,143198,"310 N Wilson Rd Columbus, OH   43204-6221",2015,76.514,4,,,,,
2,Trotwood Fitness & Prep Acad,143206,Trotwood Fitness & Prep Acad,143206,"3100 Shiloh Springs Rd Trotwood, OH   45426-2247",2015,67.515,1,,,,,
0,Middletown Fitness & Prep Acad,143214,Middletown Fitness & Prep Acad,143214,"816 2nd Ave Middletown, OH   45044-4201",2015,78.119,2,,,,,
18,West Preparatory Academy,143313,West Preparatory Academy,143313,"13111 Crossburn Ave Cleveland, OH   44135-5017",2015,66.739,0,,,,,
1,Alternative Education Academy,143396,Alternative Education Academy,143396,"1830 Adams St Toledo, OH   43624-1428",2015,60.93,3,,,,,
19,Constellation Schools: Puritas Community Elementary,143479,Constellation Schools: Puritas Community Elementary,143479,"15204 Puritas Ave Cleveland, OH   44135-2716",2015,94.655,5,,,,,
13,Constellation Schools: Stockyard Community Elementary,143487,Constellation Schools: Stockyard Community Elementary,143487,"3200 W 65th St Cleveland, OH   44102-5510",2015,72.17,0,,,,,
1,Lake Erie Academy,143503,Lake Erie Academy,143503,"2740 W Central Ave Toledo, OH   43606-3452",2015,56.601,0,,,,,
5,North Dayton School Of Science & Discovery,143529,North Dayton School Of Science & Discovery,143529,"3901 Turner Rd Dayton, OH   45415-3654",2015,65.388,0,,,,,
