Competition,District Name,District IRN,Building Name,Building IRN,Building Adress,Year,Preformance Index,School Type,White,Asian,Black,Hispanic,AYP Met?
,Cleveland Municipal,043786,Albert B Hart,000026,"3901 E 74th St Cleveland, OH   44105-3808",2009,55.9,K-8,,,,,Not Met
,Ada Exempted Village,045187,Ada Elementary School,000059,"435 Grand Ave Ada, OH   45810-1013",2009,98.0,K-6,,,,,Met
,Ada Exempted Village,045187,Ada High School,000067,"435 Grand Ave Ada, OH   45810-1013",2009,95.60000000000001,7-12,,,,,
,Sandusky City,044743,Adams Junior High School,000083,"318 Columbus Ave Sandusky, OH   44870-2616",2009,87.4,7,,,,,Met
,Hamilton City,044107,Adams Elementary School,000091,"450 S F St Hamilton, OH   45013-3245",2009,96.10000000000001,K-6,,,,,Met
,Meigs Local,048520,Meigs Intermediate School,000105,"36871 State Route 124 Middleport, OH   45760-9717",2009,84.60000000000001,3-5,,,,,Met
,Tri-Valley Local,048876,Adamsville Elementary School,000117,"7950 East St Adamsville, OH   43802-9024",2009,92.9,K-6,,,,,Met
,Hamilton Local,046953,Hamilton Intermediate School,000118,"5132 Parsons Ave Lockbourne, OH   43137-9216",2009,91.3,4-6,,,,,Met
,Oak Hill Union Local,047761,Oak Hill Middle/High School,000119,"5063 State Route 93 Oak Hill, OH   45656-9408",2009,91.7,6-12,,,,,
,Oak Hill Union Local,047761,Oak Hill Elementary,000124,"401 Evans St Oak Hill, OH   45656-1131",2009,90.0,K-5,,,,,Met
,Polly Fox Academy Community School,000125,Polly Fox Academy Community School,000125,"2238 Jefferson Ave Toledo, OH   43624-1120",2009,58.9,7-12,,,,,
,Phoenix Academy Community School,000130,Phoenix Academy Community School,000130,"2238 Jefferson Ave Toledo, OH   43624-1120",2009,45.7,7-12,,,,,
,Northeastern Local,046250,South Vienna Middle School,000135,"140 W Main St South Vienna, OH   45369-9753",2009,96.0,6-8,,,,,Met
,Northeastern Local,046250,Northridge Middle School,000137,"4445 Ridgewood Rd E Springfield, OH   45503-5933",2009,94.8,6-8,,,,,Met
,Pathway School of Discovery,000138,Pathway School of Discovery,000138,"173 Avondale Dr Dayton, OH   45404-2123",2009,92.60000000000001,K-8,,,,,Met
,Alliance Academy of Cincinnati,000139,Alliance Academy of Cincinnati,000139,"1712 Duck Creek Rd Cincinnati, OH   45207-1644",2009,67.6,K-8,,,,,Met
,Victory Academy of Toledo,000140,Victory Academy of Toledo,000140,"3319 Nebraska Ave Toledo, OH   43607-2819",2009,57.0,K-8,,,,,Met
,Gallia County Local,065680,Addaville Elementary School,000141,"1333 Brick School Rd Gallipolis, OH   45631-8782",2009,102.8,K-5,,,,,Met
,George A. Phillips Academy,000143,George A. Phillips Academy,000143,"3648 Victory Ave Toledo, OH   43607-2564",2009,57.800000000000004,K-12,,,,,Not Met
,Newark City,044453,Newark Digital Academy,000162,"255 Woods Ave Newark, OH   43055-4436",2009,76.3,K-12,,,,,
,Fairland Local,047936,Fairland West Elementary School,000177,"110 Township Road 1125 Proctorville, OH   45669-8519",2009,97.8,3-5,,,,,Met
,Centerburg Local,047829,Centerburg Middle School,000187,"3782 Columbus Road Centerburg, OH   43011",2009,95.10000000000001,6-8,,,,,Met
,Buckeye Local,047787,Buckeye West Elementary School,000190,"243 N Mill St Adena, OH   43901-7992",2009,93.4,"K-5,P",,,,,Met
,Hope Academy East Campus,000195,Hope Academy East Campus,000195,"15720 Kipling Ave Cleveland, OH   44110-3105",2009,75.8,K-8,,,,,Met
,Hamilton Local,046953,Hamilton Local Digital Academy,000197,"775 Rathmell Rd Columbus, OH   43207-4737",2009,72.10000000000001,K-12,,,,,
,Adena Local,049494,Adena High School,000208,"3367 County Road 550 Frankfort, OH   45628-9503",2009,98.2,9-12,,,,,
,Wildwood Environmental Academy,000222,Wildwood Environmental Academy,000222,"1546 Dartford Rd Maumee, OH   43537-1374",2009,86.10000000000001,K-8,,,,,Met
,Cleveland Municipal,043786,Adlai Stevenson School,000224,"3938 Jo Ann Dr Cleveland, OH   44122-6441",2009,64.1,K-8,,,,,Met
,Union-Scioto Local,049536,Unioto Elementary,000231,"138 Sandusky Blvd Chillicothe, OH   45601-9432",2009,95.7,K-6,,,,,Met
,South Euclid-Lyndhurst City,044792,Adrian Elementary School,000232,"1071 Homestead Rd South Euclid, OH   44121-3580",2009,101.3,K-3,,,,,Met
,Toledo City,044909,Lincoln Academy for Boys,000233,"514 Palmwood Ave Toledo, OH   43604-8052",2009,71.0,K-6,,,,,Met
,Toledo City,044909,Ella P. Stewart Academy for Girls,000234,"707 Avondale Ave Toledo, OH   43604-8305",2009,80.9,K-6,,,,,Met
,"Ohio Connections Academy, Inc",000236,"Ohio Connections Academy, Inc",000236,"2727 Madison Rd Cincinnati, OH   45209-2276",2009,88.10000000000001,K-12,,,,,Met
,New Philadelphia City,044487,Quaker Digital Academy,000241,"400 Mill Ave SE  Suite 901 New Philadelphia, OH   44663-2150",2009,85.4,K-12,,,,,
,North Union Local,050336,North Union Elementary School,000242,"420 Grove St Richwood, OH   43344-9022",2009,93.8,"K-5,P",,,,,Met
,Cleveland Municipal,043786,Early Childhood Development,000251,"9711 Lamont Ave Cleveland, OH   44106-4124",2009,98.4,"K-3,P",,,,,Not Met
,Alexander Local,045906,Alexander Elementary School,000257,"6105 School Road Albany, OH   45710-9236",2009,93.7,"K-5,P",,,,,Met
,North Royalton City,044545,Albion Elementary School,000265,"9360 Albion Rd North Royalton, OH   44133-1768",2009,108.2,1-4,,,,,Met
,Tiffin City,044891,Tiffin City Digital Academy,000268,"244 S Monroe St Tiffin, OH   44883-2906",2009,76.8,K-12,,,,,
,Norwalk City,044560,Main Street School,000270,"80 E Main St Norwalk, OH   44857-1714",2009,98.60000000000001,5-6,,,,,Met
,Scholarts Preparatory and Career Center for Children,000277,Scholarts Preparatory and Career Center for Children,000277,"PO Box 360895 Columbus, OH   43236-0895",2009,56.4,K-12,,,,,
,Warren County Virtual Community School,000282,Warren County Virtual Community School,000282,"320 E Silver St Lebanon, OH   45036-1816",2009,69.10000000000001,9-12,,,,,
,Auglaize County Special Needs School,000287,Auglaize County Special Needs School,000287,"1130A East Albert St Lima, OH   45804-1614",2009,102.3,K-12,,,,,
,Auglaize County Educational Academy,000288,Auglaize County Educational Academy,000288,"1130A East Albert St Lima, OH   45804-1614",2009,82.2,K-12,,,,,
,Brown Local,046177,Malvern Middle School,000291,"401 W Main St Malvern, OH   44644-9482",2009,90.4,6-8,,,,,Met
,Summit Academy Columbus,000296,Summit Academy Columbus,000296,"1855 E Dublin Granville Rd Columbus, OH   43229-3516",2009,55.1,"K,1-8,UNG",,,,,Met
,Summit Academy Dayton,000297,Summit Academy Dayton,000297,"1407 E 3rd St Dayton, OH   45403-1818",2009,50.9,"K,1-12,UNG",,,,,
,Summit Academy Secondary - Akron,000298,Summit Academy Secondary - Akron,000298,"864 E Market St Akron, OH   44305-2424",2009,72.0,"8-12,UNG",,,,,
,Cleveland Municipal,043786,Alexander Graham Bell,000299,"11815 Larchmere Blvd Cleveland, OH   44120-1132",2009,78.7,"P,K-8",,,,,Met
,Summit Academy Secondary - Canton,000300,Summit Academy Secondary - Canton,000300,"2400 Cleveland Ave NW Canton, OH   44709-3613",2009,77.0,"8-12,UNG",,,,,
,Summit Academy Secondary - Lorain,000301,Summit Academy Secondary - Lorain,000301,"760 Tower Blvd Lorain, OH   44052-5223",2009,78.60000000000001,"8-12,UNG",,,,,
,Summit Academy Secondary School-Parma,000302,Summit Academy Secondary School-Parma,000302,"5868 Stumph Rd Parma, OH   44130-1736",2009,63.300000000000004,"K,1-12,UNG",,,,,
,Summit Academy Secondary - Youngstown,000303,Summit Academy Secondary - Youngstown,000303,"1400 Oak Hill Ave Youngstown, OH   44507-1018",2009,66.4,"8-12,UNG",,,,,
,Summit Academy Community School-Toledo,000304,Summit Academy Community School-Toledo,000304,"3891 Martha St Toledo, OH   43612-1250",2009,60.7,"K,1-9,UNG",,,,,Met
,Summit Academy Community School-Warren,000305,Summit Academy Community School-Warren,000305,"2106 Arbor Ave SE Warren, OH   44484-5225",2009,68.4,"K,1-5,UNG",,,,,Met
,Summit Academy Cincinnati,000306,Summit Academy Cincinnati,000306,"745 Derby Ave Cincinnati, OH   45232-1836",2009,55.9,"1-8,UNG",,,,,Met
,Seneca East Local,049684,Bridges Community Academy,000311,"190 St Francis Ave Tiffin, OH   44883-3475",2009,96.3,K-12,,,,,
,Alexander Local,045906,Alexander High School,000315,"6125 School Rd Albany, OH   45710-8904",2009,98.2,9-12,,,,,
,Constellation Schools: Westpark Community Middle School,000316,Constellation Schools: Westpark Community Middle School,000316,"5983 W 54th St Parma, OH   44129-3854",2009,85.4,5-9,,,,,Met
,Constellation Schools:  Madison Community Elementary,000319,Constellation Schools:  Madison Community Elementary,000319,"2015 W 95th St Cleveland, OH   44102-3727",2009,88.9,K-8,,,,,Met
,Constellation Schools: Lorain Community Middle School,000320,Constellation Schools: Lorain Community Middle School,000320,"5983 W 54th St Parma, OH   44129-3854",2009,73.9,5-9,,,,,Met
,Constellation Schools: Old Brooklyn Middle School,000321,Constellation Schools: Old Brooklyn Middle School,000321,"5983 W 54th St Parma, OH   44129-3854",2009,95.7,5-9,,,,,Met
,Horizon Science Academy Toledo,000338,Horizon Science Academy Toledo,000338,"425 Jefferson Ave Toledo, OH   43604-1060",2009,99.0,K-12,,,,,
,Youngstown City Schools,045161,NovaNet High School,000342,"20 W Wood St Youngstown, OH   44503-1028",2009,31.7,5-12,,,,,
,Chase Academy for Communication Arts,000343,Chase Academy for Communication Arts,000343,"1565 Integrity Dr E Columbus, OH   43209-2707",2009,71.8,K-12,,,,,Met
,Elmwood Local,050682,Elmwood Elementary School,000345,"7650 Jerry City Rd Bloomdale, OH   44817-9763",2009,95.3,"K-4,P",,,,,Met
,Lorain City,044263,Palm Elementary School,000348,"3330 Palm Ave Lorain, OH   44055-2152",2009,78.0,K-6,,,,,Met
,Upper Scioto Valley Local,047522,Upper Scioto Valley Middle School,000349,"701 N Main St McGuffey, OH   45859",2009,84.10000000000001,6-8,,,,,Met
,Highland Local,048496,Granger Elementary School,000350,"3940 Ridge Rd Medina, OH   44256-8618",2009,106.7,"K-5,P",,,,,Met
,Marion City,044339,Ulysses S. Grant Middle School,000351,"420 Presidential Dr Marion, OH   43302-5173",2009,79.10000000000001,6-8,,,,,Not Met
,Marion City,044339,William McKinley Elementary School,000352,"925 Chatfield Rd Marion, OH   43302-7110",2009,87.9,"K-5,P",,,,,Met
,Genoa Area Local,048942,Allen Elementary School,000356,"4865 N Genoa Clay Center Rd Curtice, OH   43412-9617",2009,96.10000000000001,3-5,,,,,Met
,Miamisburg City,044396,Miamisburg Secondary Digital Academy,000360,"540 Park Ave Miamisburg, OH   45342-2854",2009,81.7,9-12,,,,,
,Akron City,043489,Bridges Learning Center,000362,"33 Dorcas Ave Akron, OH   44305-4201",2009,59.9,K-8,,,,,Met
,Akron City,043489,Akron Alternative Academy,000363,"235 Smith St Akron, OH   44303-2336",2009,84.7,9-12,,,,,
,Allen East Local,045757,Allen East High School,000364,"9105 Harding Hwy Harrod, OH   45850-9485",2009,100.4,9-12,,,,,
,Strongsville City,044842,Allen Elementary School,000380,"16400 Park Lane Dr Strongsville, OH   44136-6352",2009,107.8,K-6,,,,,Met
,Crestwood Local,049189,Crestwood Intermediate School,000383,"11260 Bowen Rd Mantua, OH   44255-9454",2009,97.4,3-5,,,,,Met
,Logan-Hocking Local,044248,Chieftain Elementary School,000384,"28296 Chieftain Dr Logan, OH   43138-9557",2009,94.60000000000001,"K-5,P",,,,,Met
,Logan-Hocking Local,044248,Hocking Hills Elementary School,000385,"19197 State Route 664 S Logan, OH   43138-9536",2009,100.2,"K-5,P",,,,,Met
,Logan-Hocking Local,044248,Central Intermediate Elementary School,000386,"680 W Hunter St Logan, OH   43138-1109",2009,93.0,"P,4-5",,,,,Met
,Logan-Hocking Local,044248,Central Primary Elementary School,000387,"501 E Main St Logan, OH   43138-1416",2009,107.7,K-3,,,,,Met
,Conneaut Area City,043810,Gateway Elementary School,000388,"229 Gateway Av Conneaut, OH   44030",2009,90.9,3-5,,,,,Met
,Mansfield Enhancement Academy,000392,Mansfield Enhancement Academy,000392,"445 Bowman St Mansfield, OH   44903-1201",2009,73.4,9-12,,,,,
,Mansfield City,044297,Mansfield Elective Academy,000396,"445 Bowman St Mansfield, OH   44903-1201",2009,55.4,K-8,,,,,Met
,Chillicothe City,043745,Allen Elementary School,000398,"174 Plyleys Ln Chillicothe, OH   45601-2006",2009,100.3,K-5,,,,,Met
,Mapleton Local,045831,Mapleton Elementary School,000400,"2 Mountie Dr Ashland, OH   44805",2009,93.10000000000001,K-5,,,,,Met
,Findlay Digital Academy,000402,Findlay Digital Academy,000402,"1219 W Main Cross St Ste 206 Findlay, OH   45840-0707",2009,86.4,9-12,,,,,
,Canton City,043711,Allen Elementary School,000406,"1326 Sherrick Rd SE Canton, OH   44707-3531",2009,72.8,K-6,,,,,Met
,Buckeye On-Line School for Success,000417,Buckeye On-Line School for Success,000417,"119 E Fifth St East Liverpool, OH   43920-3030",2009,75.9,"K,1-12,PS",,,,,
,Columbus Bilingual Academy,000420,Columbus Bilingual Academy,000420,"35 Midland Ave Columbus, OH   43223-1064",2009,61.5,K-12,,,,,
,Lancaster Fairfield Community School,000426,Lancaster Fairfield Community School,000426,"320 E Locust St Lancaster, OH   43130-4437",2009,80.3,7-12,,,,,Met
,Arise Academy,000427,Arise Academy,000427,"1 Elizabeth Pl Dayton, OH   45408-1445",2009,34.0,K-12,,,,,
,Jackson City,044156,Jackson Westview Elementary School,000429,"16349 Beaver Pike Jackson, OH   45640-9005",2009,92.8,"P,K,1-5,SN",,,,,Met
,Columbus City,043802,Eastgate Elementary School,000435,"1925 Stratford Way Columbus, OH   43219-2946",2009,65.9,K-5,,,,,Met
,Columbus City,043802,Literature Based Alternative @ Hubbard Elementary School,000436,"104 W Hubbard Ave Columbus, OH   43215-6415",2009,79.2,"K-5,P",,,,,Met
,General Chappie James Leadership Academy,000445,General Chappie James Leadership Academy,000445,"120 Knox Ave Dayton, OH   45427-1723",2009,16.3,9-12,,,,,
,Allen East Local,045757,Allen East Middle School,000448,"9105 Harding Hwy Harrod, OH   45850-9485",2009,96.9,4-8,,,,,Met
,Manchester Local,000442,Manchester High School,000450,"130 Wayne Frye Dr Manchester, OH   45144-9314",2009,94.3,"7-12,PS",,,,,
,Manchester Local,000442,Manchester Elementary School,000451,"130 Wayne Frye Dr Manchester, OH   45144-9314",2009,91.8,"K-6,P",,,,,Met
,Vinton County Local,050393,West Elementary,000455,"57710 US Highway 50 Mc Arthur, OH   45651-8859",2009,88.7,"K-5,P",,,,,Met
,Alliance City,043497,Alliance High School,000463,"400 Glamorgan St Alliance, OH   44601-2810",2009,92.3,9-12,,,,,
,Hamilton City,044107,Hamilton Education Center,000467,"931 Westview Ave Hamilton, OH   45013-2445",2009,73.4,7-12,,,,,
,Lima City,044222,Independence Elementary School,000470,"615 Tremont Ave Lima, OH   45801",2009,91.8,K-4,,,,,Met
,Norwood City,044578,Allison Street,000471,"4300 Allison St Norwood, OH   45212-3004",2009,89.60000000000001,K-6,,,,,Met
,Lima City,044222,Liberty Elementary School,000472,"338 W Kibby St Lima, OH   45804-1168",2009,82.8,K-4,,,,,Met
,Tech Con Institute,000473,Tech Con Institute,000473,"2075 Shiloh Springs Rd Ste 100 Dayton, OH   45426-2062",2009,55.4,9-12,,,,,
,Euclid City,043950,Memorial Park Elementary School,000474,"22800 Fox Ave Euclid, OH   44123-2068",2009,67.6,K-5,,,,,Met
,Euclid City,043950,Indian Hills Elementary School,000475,"1941 Sagamore Dr Euclid, OH   44117-2314",2009,75.9,K-5,,,,,Met
,P.A.C.E. High School,000481,P.A.C.E. High School,000481,"1601 California Ave Cincinnati, OH   45237-5603",2009,46.4,9-12,,,,,
,Cleveland Municipal,043786,Almira,000489,"3575 W 130th St Cleveland, OH   44111-3421",2009,71.4,K-8,,,,,Not Met
,Lebanon City,044214,Bowman Primary School,000491,"825 Hart Rd. Lebanon, OH   45036",2009,120.0,1-2,,,,,Met
,Lebanon City,044214,Lebanon Junior High,000493,"160 Miller Rd Lebanon, OH   45036-1234",2009,98.7,7-8,,,,,Met
,Columbus City,043802,Alpine Elementary School,000497,"1590 Alpine Dr Columbus, OH   43229-2120",2009,100.10000000000001,K-5,,,,,Met
,Ripley-Union-Lewis-Huntington Local,046078,Ripley Union Lewis Huntington Middle School,000501,"2300 Rains-Eitel Rd. Aberdeen, OH   45101-9502",2009,87.4,5-8,,,,,Met
,South-Western City,044800,Alton Hall Elementary School,000505,"1000 Alton Rd Galloway, OH   43119-8867",2009,90.7,K-4,,,,,Met
,Whitehall Preparatory and Fitness Academy,000509,Whitehall Preparatory and Fitness Academy,000509,"3474 E Livingston Ave Columbus, OH   43227-2279",2009,77.7,K-8,,,,,Met
,Springfield Preparatory and Fitness Academy,000510,Springfield Preparatory and Fitness Academy,000510,"1615 Selma Rd Springfield, OH   45505-4245",2009,75.4,K-8,,,,,Met
,Northland Preparatory and Fitness Academy,000511,Northland Preparatory and Fitness Academy,000511,"1875 Morse Rd Columbus, OH   43229-6603",2009,76.2,K-8,,,,,Met
,Columbus City,043802,Alum Crest High School,000513,"2200 Winslow Dr Columbus, OH   43207-2270",2009,79.4,9-12,,,,,
,Bright Local,047613,Whiteoak Junior High School,000519,"44 N High St Mowrystown, OH   45155",2009,89.5,7-8,,,,,Met
,Youngstown City Schools,045161,Youngstown Early College,000520,"Fedor Hall Youngstown, OH   44555-0001",2009,103.9,9-12,,,,,
,Education Alternatives Community School,000523,Education Alternatives Community School,000523,"21100 Southgate Park Blvd Maple Heights, OH   44137-3004",2009,55.4,K-12,,,,,Met
,Project Rebuild Community School,000525,Project Rebuild Community School,000525,"PO Box 8361 Canton, OH   44711-8361",2009,86.0,9-12,,,,,
,Cleveland Academy for Scholarship Technology and Leadership,000527,Cleveland Academy for Scholarship Technology and Leadership,000527,"1729 Superior Ave E Cleveland, OH   44114-2934",2009,42.5,"9-12,UNG",,,,,
,Constellation Schools: Puritas Community Middle School,000534,Constellation Schools: Puritas Community Middle School,000534,"5983 W 54th St Parma, OH   44129-3854",2009,78.10000000000001,5-9,,,,,Met
,Amanda-Clearcreek Local,046847,Amanda-Clearcreek Elementary School,000539,"328 E Main St Amanda, OH   43102-9330",2009,94.60000000000001,3-5,,,,,Met
,Constellation Schools: Outreach Academy for Students with Di,000541,Constellation Schools: Outreach Academy for Students with Di,000541,"5983 W 54th St Parma, OH   44129-3854",2009,117.2,K-12,,,,,
,Pinnacle Academy,000543,Pinnacle Academy,000543,"860 E 222nd St Euclid, OH   44123-3317",2009,78.10000000000001,K-8,,,,,Met
,Winterfield Venture Academy,000546,Winterfield Venture Academy,000546,"305 Wenz Rd Toledo, OH   43615-6244",2009,84.10000000000001,K-8,,,,,Met
,Middletown City,044404,Amanda Elementary School,000547,"1300 Oxford State Rd Middletown, OH   45044-7580",2009,66.7,"K-5,P",,,,,Met
,"Columbus Humanities, Arts and Technology Academy",000553,"Columbus Humanities, Arts and Technology Academy",000553,"1333 Morse Rd Columbus, OH   43229-6322",2009,68.9,K-12,,,,,Met
,A+ Arts Academy,000556,A+ Arts Academy,000556,"270 S Napoleon Ave Columbus, OH   43213-4235",2009,79.5,6-8,,,,,Not Met
,Columbus Arts & Technology Academy,000557,Columbus Arts & Technology Academy,000557,"2255 Kimberly Pkwy E Columbus, OH   43232-7210",2009,62.6,K-12,,,,,Met
,Columbus Preparatory Academy,000558,Columbus Preparatory Academy,000558,"3330 Chippewa St Columbus, OH   43204-1653",2009,82.7,K-12,,,,,Met
,Orion Academy,000559,Orion Academy,000559,"1798 Queen City Ave Cincinnati, OH   45214-1427",2009,75.0,K-8,,,,,Met
,Apex Academy,000560,Apex Academy,000560,"16005 Terrace Rd Cleveland, OH   44112-2001",2009,70.2,K-8,,,,,Met
,Amanda-Clearcreek Local,046847,Amanda-Clearcreek High School,000562,"328 E Main St Amanda, OH   43102-9330",2009,98.4,9-12,,,,,
,"Virtual Schoolhouse, Inc.",000564,"Virtual Schoolhouse, Inc.",000564,"736 Lakeview Rd Cleveland, OH   44108-2608",2009,63.300000000000004,K-12,,,,,
,"Arts Academy, The",000574,"Arts Academy, The",000574,"4125 Leavitt Rd Lorain, OH   44053-2341",2009,78.7,K-12,,,,,Met
,Hope Academy Northwest Campus,000575,Hope Academy Northwest Campus,000575,"1441 W 116th St Cleveland, OH   44102-2301",2009,71.4,K-12,,,,,Met
,King Academy Community School,000576,King Academy Community School,000576,"933 Bank St Cincinnati, OH   45214-2103",2009,93.3,K-8,,,,,Met
,Emerson Academy,000577,Emerson Academy,000577,"501 Hickory St Dayton, OH   45410-1232",2009,81.9,K-8,,,,,Met
,FCI Academy,000585,FCI Academy,000585,"2177 Mock Rd Columbus, OH   43219-1258",2009,87.0,K-12,,,,,
,Upper Arlington City,044933,Wickliffe Progressive Community School,000590,"1950 N Mallway Dr Upper Arlington, OH   43221-4326",2009,101.3,K-5,,,,,Met
,West Clermont Local,046359,Amelia Elementary School,000596,"5 E Main St Amelia, OH   45102-1943",2009,100.0,K-5,,,,,Met
,Coshocton Opportunity School,000598,Coshocton Opportunity School,000598,"1205 Cambridge Rd Coshocton, OH   43812-2741",2009,79.0,9-12,,,,,
,West Clermont Local,046359,Amelia High School,000604,"1351 Clough Pike Batavia, OH   45103-2503",2009,102.2,9-12,,,,,
,Summit Academy Transition High School-Cincinnati,000608,Summit Academy Transition High School-Cincinnati,000608,"750 Derby Ave Cincinnati, OH   45232-1816",2009,62.5,"7-12,UNG",,,,,Met
,Summit Academy Middle School - Lorain,000609,Summit Academy Middle School - Lorain,000609,"760 Tower Blvd Lorain, OH   44052-5223",2009,59.6,"5-9,UNG",,,,,Met
,Summit Academy Middle School - Columbus,000610,Summit Academy Middle School - Columbus,000610,"1855 E Dublin Granville Rd Columbus, OH   43229-3516",2009,61.5,"4-9,UNG",,,,,Met
,West Clermont Local,046359,Amelia Middle School,000612,"1341 Clough Pike Batavia, OH   45103-2503",2009,94.7,6-8,,,,,Met
,Heir Force Community School,000613,Heir Force Community School,000613,"PO Box 180 Lima, OH   45802-0180",2009,77.9,K-8,,,,,Met
,Summit Academy Transition High School-Columbus,000614,Summit Academy Transition High School-Columbus,000614,"1850 Bostwick Rd Columbus, OH   43227-3301",2009,68.5,"8-12,UNG",,,,,Met
,Summit Academy Middle School - Warren,000616,Summit Academy Middle School - Warren,000616,"1150 Tod Avenue Warren, OH   44484",2009,70.9,"5-10,UNG",,,,,Met
,Federal Hocking Local,045914,Amesville Elementary School,000620,"PO Box 189 Amesville, OH   45711-0189",2009,83.3,K-5,,,,,Met
,Summit Academy Transition High School Dayton,000621,Summit Academy Transition High School Dayton,000621,"1407 E 3rd St Dayton, OH   45403-1818",2009,71.10000000000001,"8-12,UNG",,,,,
,Summit Academy Middle School - Youngstown,000623,Summit Academy Middle School - Youngstown,000623,"810 Oak St Youngstown, OH   44506-1233",2009,56.5,"5-9,UNG",,,,,Met
,Summit Academy Community School - Painesville,000629,Summit Academy Community School - Painesville,000629,"301 E Erie St Painesville, OH   44077-3913",2009,60.300000000000004,"1-9,UNG",,,,,Met
,Summit Academy Secondary School - Toledo,000633,Summit Academy Secondary School - Toledo,000633,"703 Phillips Ave Toledo, OH   43612-1332",2009,75.9,"7-12,UNG",,,,,
,Summit Academy Secondary School - Middletown,000634,Summit Academy Secondary School - Middletown,000634,"7 S Marshall Rd Middletown, OH   45044-5375",2009,58.1,"7-12,UNG",,,,,Met
,Jackson Local,049858,Amherst Elementary School,000638,"8750 Jane St NW Massillon, OH   44646-1626",2009,106.5,K-5,,,,,Met
,Rittman Exempted Village,045591,Rittman Academy,000640,"75 N Main St Rittman, OH   44270-1440",2009,57.6,K-12,,,,,
,Canton Local,049833,The Five R'S Academy,000652,"4526 Ridge Ave SE Canton, OH   44707-1118",2009,107.3,"9-12,SN",,,,,Met
,Deer Park Community City,043851,Amity Elementary School,000653,"4320 E Galbraith Rd Cincinnati, OH   45236-2618",2009,98.4,4-6,,,,,Met
,Lockland Local,044230,Arlington Heights Academy,000663,"607 Carthage Ave Cincinnati, OH   45215-5464",2009,50.300000000000004,9-12,,,,,
,Life Skills Center of Columbus Southeast,000664,Life Skills Center of Columbus Southeast,000664,"2400 S Hamilton Rd Columbus, OH   43232-4963",2009,72.9,"9-12,UNG",,,,,
,Lorain City,044263,Frank Jacinto Elementary,000676,"2515 Marshall Ave Lorain, OH   44052-4337",2009,71.4,K-6,,,,,Not Met
,New Day Academy Boarding & Day School,000677,New Day Academy Boarding & Day School,000677,"8566 Barbara Dr Mentor, OH   44060-1917",2009,66.4,K-12,,,,,Met
,Oakstone Community School,000679,Oakstone Community School,000679,"5747 Cleveland Ave Columbus, OH   43231-2831",2009,97.10000000000001,K-12,,,,,Met
,Forest Hills Local,047340,Anderson High School,000687,"7560 Forest Rd Cincinnati, OH   45255-4307",2009,109.60000000000001,9-12,,,,,
,Arcadia Local,047415,Arcadia Middle School,000699,"19033 State Route 12 Arcadia, OH   44804-9714",2009,100.7,7-8,,,,,Met
,New City School,000700,New City School,000700,"1516 Salem Ave Dayton, OH   45406-4943",2009,55.2,K-12,,,,,Met
,Avon Local,048116,Avon Heritage South Elementary School,000701,"35575 Detroit Rd Avon, OH   44011-1639",2009,108.10000000000001,3-4,,,,,Met
,Pymatuning Valley Local,045880,Pymatuning Valley Primary Elementary School,000711,"PO Box 1180 Andover, OH   44003-1180",2009,95.10000000000001,K-4,,,,,Met
,Zenith Academy,000725,Zenith Academy,000725,"8210 Havens Rd Blacklick, OH   43004-8630",2009,78.9,K-9,,,,,Met
,Cleveland Municipal,043786,Andrew J Rickoff,000729,"3500 E 147th St Cleveland, OH   44120-4834",2009,61.5,"P,K-8",,,,,Not Met
,Phoenix Village Academy Primary 2,000736,Phoenix Village Academy Primary 2,000736,"3120 Euclid Ave Cleveland, OH   44115-2508",2009,96.7,K-12,,,,,Not Met
,Massillon City,044354,Massillon Middle School,000737,"250 29th St NW Massillon, OH   44647-5910",2009,85.5,5-8,,,,,Met
,Pschtecin Public School,000743,Pschtecin Public School,000743,"985 Mediterranean Ave Columbus, OH   43229-2541",2009,75.2,8-12,,,,,
,Anna Local,049759,Anna Elementary School,000745,"PO Box 169 Anna, OH   45302-0169",2009,105.10000000000001,K-5,,,,,Met
,Anna Local,049759,Anna High School,000752,"PO Box 169 Anna, OH   45302-0169",2009,109.4,6-12,,,,,
,Ansonia Local,046623,Ansonia Elementary School,000760,"PO Box 279 Ansonia, OH   45303-0279",2009,97.0,K-6,,,,,Met
,"Maritime Academy of Toledo, The",000770,"Maritime Academy of Toledo, The",000770,"1000 Monroe St Toledo, OH   43604-5953",2009,66.9,"5-12,SN",,,,,
,Educational Academy at Linden,000777,Educational Academy at Linden,000777,"1132 Windsor Ave Columbus, OH   43211-2836",2009,70.7,K-12,,,,,Met
,Ansonia Local,046623,Ansonia High School,000778,"PO Box 279 Ansonia, OH   45303-0279",2009,102.7,9-12,,,,,
,Midnimo Cross Cultural Community School,000780,Midnimo Cross Cultural Community School,000780,"1465 Oakland Park Ave Columbus, OH   43224-3509",2009,66.4,K-12,,,,,Met
,Academy of Columbus,000784,Academy of Columbus,000784,"4656 Heaton Rd Columbus, OH   43229-6612",2009,62.1,K-8,,,,,Not Met
,Defiance City,043869,Anthony Wayne Elementary School,000786,"1745 S Clinton St Defiance, OH   43512-3219",2009,97.7,K-4,,,,,Met
,Franklin City,044008,Anthony Wayne Elementary School,000802,"16 Farm Ave Franklin, OH   45005-2721",2009,94.9,1-6,,,,,Met
