Competition,District Name,District IRN,Building Name,Building IRN,Building Adress,Year,Preformance Index,School Type,White,Asian,Black,Hispanic,AYP Met?
,South-Western City,044800,Alton Hall Elementary School,000505,"982 Alton Rd Galloway, OH, 43119-8867",2016,78.266,?,,,,,
,Whitehall Preparatory and Fitness Academy,000509,Whitehall Preparatory and Fitness Academy,000509,"3474 E Livingston Ave Columbus, OH, 43227-2279",2016,53.160000000000004,?,,,,,
,Springfield Preparatory and Fitness Academy,000510,Springfield Preparatory and Fitness Academy,000510,"1615 Selma Rd Springfield, OH, 45505-4245",2016,65.854,?,,,,,
,Northland Preparatory and Fitness Academy,000511,Northland Preparatory and Fitness Academy,000511,"1875 Morse Rd Columbus, OH, 43229-6603",2016,57.285000000000004,?,,,,,
,Columbus City,043802,Columbus Scioto 6-12,000513,"2951 S High St Columbus, OH, 43207-3669",2016,35.944,?,,,,,
,Bright Local,047613,Whiteoak Junior High School,000519,"44 North High Street Mowrystown, OH, 45155",2016,65.63600000000001,?,,,,,
,Youngstown City,045161,Youngstown Early College,000520,"Fedor Hall Youngstown, OH, 44555-0001",2016,81.825,?,,,,,
,Constellation Schools: Puritas Community Middle,000534,Constellation Schools: Puritas Community Middle,000534,"5730 Broadview Rd Parma, OH, 44134-1602",2016,79.581,?,,,,,
,Amanda-Clearcreek Local,046847,Amanda-Clearcreek Elementary School,000539,"328 E Main St Amanda, OH, 43102-9330",2016,90.723,?,,,,,
,Constellation Schools: Outreach Academy for Students with Di,000541,Constellation Schools: Outreach Academy for Students with Di,000541,"3727 Bosworth Rd Cleveland, OH, 44111-6037",2016,43.929,?,,,,,
,Pinnacle Academy,000543,Pinnacle Academy,000543,"860 E 222nd St Euclid, OH, 44123-3317",2016,62.163000000000004,?,,,,,
,Winterfield Venture Academy,000546,Winterfield Venture Academy,000546,"305 Wenz Rd Toledo, OH, 43615-6244",2016,59.347,?,,,,,
,Middletown City,044404,Amanda Elementary School,000547,"1300 Oxford State Rd Middletown, OH, 45044-7580",2016,63.791000000000004,?,,,,,
,"Columbus Humanities, Arts and Technology Academy",000553,"Columbus Humanities, Arts and Technology Academy",000553,"1333 Morse Rd Columbus, OH, 43229-6322",2016,61.575,?,,,,,
,A+ Arts Academy,000556,A+ Arts Academy,000556,"1395 Fair Ave Columbus, OH, 43205-1543",2016,61.298,?,,,,,
,Columbus Arts & Technology Academy,000557,Columbus Arts & Technology Academy,000557,"2255 Kimberly Pkwy E Columbus, OH, 43232-7210",2016,76.667,?,,,,,
,Columbus Preparatory Academy,000558,Columbus Preparatory Academy,000558,"3330 Chippewa St Columbus, OH, 43204-1653",2016,115.869,?,,,,,
,Orion Academy,000559,Orion Academy,000559,"1798 Queen City Ave Cincinnati, OH, 45214-1427",2016,56.381,?,,,,,
,Apex Academy,000560,Apex Academy,000560,"16005 Terrace Rd Cleveland, OH, 44112-2001",2016,55.432,?,,,,,
,Amanda-Clearcreek Local,046847,Amanda-Clearcreek High School,000562,"328 E Main St Amanda, OH, 43102-9330",2016,75.81400000000001,?,,,,,
,"Virtual Schoolhouse, Inc.",000564,"Virtual Schoolhouse, Inc.",000564,"16995 Deer Path Dr Strongsville, OH, 44136-6210",2016,49.495000000000005,?,,,,,
,Hope Academy Northwest Campus,000575,Hope Academy Northwest Campus,000575,"1441 W 116th St Cleveland, OH, 44102-2301",2016,58.333000000000006,?,,,,,
,King Academy Community School,000576,King Academy Community School,000576,"224 W Liberty St Cincinnati, OH, 45202-6990",2016,80.53800000000001,?,,,,,
,Emerson Academy,000577,Emerson Academy,000577,"501 Hickory St Dayton, OH, 45410-1232",2016,67.312,?,,,,,
,West Clermont Local,046359,Amelia Elementary School,000596,"5 E Main St Amelia, OH, 45102-1943",2016,88.881,?,,,,,
,West Clermont Local,046359,Amelia High School,000604,"1351 Clough Pike Batavia, OH, 45103-2503",2016,68.901,?,,,,,
,Summit Academy Transition High School-Cincinnati,000608,Summit Academy Transition High School-Cincinnati,000608,"5800 Salvia Ave Cincinnati, OH, 45224-3029",2016,41.27,?,,,,,
,Summit Academy Middle School - Lorain,000609,Summit Academy Middle School - Lorain,000609,"346 Illinois Ave Lorain, OH, 44052-2106",2016,41.092,?,,,,,
,Summit Academy Middle School - Columbus,000610,Summit Academy Middle School - Columbus,000610,"2521 Fairwood Ave Ste 200 Columbus, OH, 43207-2712",2016,45,?,,,,,
,West Clermont Local,046359,Amelia Middle School,000612,"1341 Clough Pike Batavia, OH, 45103-2503",2016,80.021,?,,,,,
,Heir Force Community School,000613,Heir Force Community School,000613,"150 W Grand Ave Lima, OH, 45801-4006",2016,73.21000000000001,?,,,,,
,Summit Academy Transition High School-Columbus,000614,Summit Academy Transition High School-Columbus,000614,"2521 Fairwood Ave Columbus, OH, 43207-2712",2016,43.945,?,,,,,
,Summit Academy Alternative LearnersWarren Middle & Secondary,000616,Summit Academy Alternative LearnersWarren Middle & Secondary,000616,"1461 Moncrest Dr NW Warren, OH, 44485-1928",2016,48.75,?,,,,,
,Federal Hocking Local,045914,Amesville Elementary School,000620,"PO Box 189 Amesville, OH, 45711-0189",2016,71.16,?,,,,,
,Summit Academy Transition High School Dayton,000621,Summit Academy Transition High School Dayton,000621,"251 Erdiel Dr Dayton, OH, 45415-3632",2016,44.634,?,,,,,
,Summit Academy-Youngstown,000623,Summit Academy-Youngstown,000623,"144 N Schenley Ave Youngstown, OH, 44509-2041",2016,49.972,?,,,,,
,Summit Academy Community School - Painesville,000629,Summit Academy Community School - Painesville,000629,"268 N State St Painesville, OH, 44077-4009",2016,59.286,?,,,,,
,Summit Academy Toledo Learning Center,000633,Summit Academy Toledo Learning Center,000633,"5115 Glendale Ave Ste N Toledo, OH, 43614-1801",2016,54.173,?,,,,,
,Summit Academy Secondary School - Middletown,000634,Summit Academy Secondary School - Middletown,000634,"7 S Marshall Rd Middletown, OH, 45044-5375",2016,57.273,?,,,,,
,Jackson Local,049858,Amherst Elementary School,000638,"8750 Jane St NW Massillon, OH, 44646-1626",2016,100.501,?,,,,,
,Deer Park Community City,043851,Amity Elementary School,000653,"4320 E Galbraith Rd Cincinnati, OH, 45236-2618",2016,89.97200000000001,?,,,,,
,Lorain City,044263,Frank Jacinto Elementary,000676,"2515 Marshall Ave Lorain, OH, 44052-4337",2016,56.655,?,,,,,
,New Day Academy Boarding & Day School,000677,New Day Academy Boarding & Day School,000677,"8566 Barbara Dr Mentor, OH, 44060-1917",2016,40.29,?,,,,,
,Oakstone Community School,000679,Oakstone Community School,000679,"5747 Cleveland Ave Columbus, OH, 43231-2831",2016,81.891,?,,,,,
,Forest Hills Local,047340,Anderson High School,000687,"7560 Forest Rd Cincinnati, OH, 45255-4307",2016,93.28200000000001,?,,,,,
,Arcadia Local,047415,Arcadia Middle School,000699,"19033 State Route 12 Arcadia, OH, 44804-9714",2016,93.593,?,,,,,
,Avon Local,048116,Avon Heritage Elementary School,000701,"35575 Detroit Rd Avon, OH, 44011-1639",2016,103.94500000000001,?,,,,,
,Pymatuning Valley Local,045880,Pymatuning Valley Primary Elementary School,000711,"PO Box 1180 Andover, OH, 44003-1180",2016,96.452,?,,,,,
,Zenith Academy,000725,Zenith Academy,000725,"8210 Havens Rd Blacklick, OH, 43004-8630",2016,50.179,?,,,,,
,Cleveland Municipal,043786,Andrew J Rickoff,000729,"3500 E 147th St Cleveland, OH, 44120-4834",2016,44.327000000000005,?,,,,,
,HBCU Preparatory School 1,000736,HBCU Preparatory School 1,000736,"12601 Shaker Blvd Cleveland, OH, 44120-2041",2016,71.775,?,,,,,
,Massillon City,044354,Massillon Junior High School,000737,"250 29th St NW Massillon, OH, 44647-5910",2016,74.768,?,,,,,
,Anna Local,049759,Anna Elementary School,000745,"PO Box 169 Anna, OH, 45302-0169",2016,106.593,?,,,,,
,Anna Local,049759,Anna High School,000752,"PO Box 169 Anna, OH, 45302-0169",2016,95.226,?,,,,,
,Ansonia Local,046623,Ansonia Elementary School,000760,"PO Box 279 Ansonia, OH, 45303-0279",2016,91.337,?,,,,,
,"Maritime Academy of Toledo, The",000770,"Maritime Academy of Toledo, The",000770,"803 Water St Toledo, OH, 43604-1831",2016,56.098000000000006,?,,,,,
,Ansonia Local,046623,Ansonia High School,000778,"PO Box 279 Ansonia, OH, 45303-0279",2016,93.092,?,,,,,
,Educational Academy for Boys & Girls,000779,Educational Academy for Boys & Girls,000779,"1500 W 3rd Ave Columbus, OH, 43212-2843",2016,54.771,?,,,,,
,Midnimo Cross Cultural Community School,000780,Midnimo Cross Cultural Community School,000780,"1500 W 3rd Ave Ste 125 Columbus, OH, 43212-2883",2016,58.326,?,,,,,
,Cincinnati Speech & Reading Intervention Center,000781,Cincinnati Speech & Reading Intervention Center,000781,"1812 Central Pkwy Cincinnati, OH, 45214-2304",2016,55.094,?,,,,,
,Franklin City,044008,Anthony Wayne Elementary School,000802,"16 Farm Ave Franklin, OH, 45005-2721",2016,76.051,?,,,,,
,Horizon Science Academy-Cincinnati,000804,Horizon Science Academy-Cincinnati,000804,"1055 Laidlaw Ave Cincinnati, OH, 45237-5005",2016,48.668,?,,,,,
,Horizon Science Academy-Dayton,000808,Horizon Science Academy-Dayton,000808,"4751 sue ann blvd Dayton, OH, 45415",2016,55.853,?,,,,,
,Anthony Wayne Local,048207,Anthony Wayne High School,000810,"5967 Finzel Rd Whitehouse, OH, 43571-9661",2016,88.50800000000001,?,,,,,
,Horizon Science Academy-Springfield,000825,Horizon Science Academy-Springfield,000825,"630 S Reynolds Rd Toledo, OH, 43615-6314",2016,60.201,?,,,,,
,Cleveland Municipal,043786,Anton Grdina,000828,"2955 E 71st St Cleveland, OH, 44104-4101",2016,38.904,?,,,,,
,Zanesville City,045179,National Road,000831,"3505 East Pike Zanesville, OH, 43701-6617",2016,67.37,?,,,,,
,Antwerp Local,048991,Antwerp Local Elementary School,000836,"303 S. Harrmann Rd Antwerp, OH, 45813",2016,93.01,?,,,,,
,Horizon Science Academy-Denison Middle School,000838,Horizon Science Academy-Denison Middle School,000838,"1700 Denison Ave Cleveland, OH, 44109-2925",2016,55.676,?,,,,,
,Lorain City,044263,General Johnnie Wilson Middle School,000840,"2700 Washington Ave Lorain, OH, 44052-4648",2016,59.415000000000006,?,,,,,
,Lorain City,044263,Longfellow Middle School,000841,"305 Louisiana Ave Lorain, OH, 44052-2256",2016,64.09400000000001,?,,,,,
,Bennett Venture Academy,000843,Bennett Venture Academy,000843,"5130 Bennett Road Toledo, OH, 43612",2016,68.48700000000001,?,,,,,
,Antwerp Local,048991,Antwerp Local High School,000844,"303 S. Harrmann Rd Antwerp, OH, 45813",2016,93.51400000000001,?,,,,,
,Southeast Local,050583,Apple Creek Elementary School,000851,"173 W Main St Apple Creek, OH, 44606-9532",2016,90.655,?,,,,,
,Stambaugh Charter Academy,000855,Stambaugh Charter Academy,000855,"2420 Donald Ave Youngstown, OH, 44509-1306",2016,70.19800000000001,?,,,,,
,Horizon Science Academy-Cleveland Middle School,000858,Horizon Science Academy-Cleveland Middle School,000858,"6100 S Marginal Rd Cleveland, OH, 44103-1043",2016,66.515,?,,,,,
,Canton City,043711,Canton Arts Academy @ Summit,000859,"1100 10th St NW Canton, OH, 44703-3311",2016,99.92,?,,,,,
,Grand Valley Local,045864,Grand Valley Elementary School,000870,"111 Grand Valley Ave West Orwell, OH, 44076-9420",2016,98.10000000000001,?,,,,,
,Westside Academy,000875,Westside Academy,000875,"4330 Clime Rd North Columbus, OH, 43228-3439",2016,66.468,?,,,,,
,Brunswick City,043661,Applewood Elementary School,000877,"3891 Applewood Dr Brunswick, OH, 44212-4049",2016,99.081,?,,,,,
,Reynoldsburg City,047001,Slate Ridge Elementary School,000878,"10466 Taylor Rd SW Reynoldsburg, OH, 43068-3249",2016,92.656,?,,,,,
,Reynoldsburg City,047001,Waggoner Road Middle School,000879,"340 Waggoner Rd Reynoldsburg, OH, 43068-9707",2016,79.525,?,,,,,
,Jonathan Alder Local,048264,Canaan Middle School,000883,"7055 US Highway 42 S Plain, OH, 43064-8853",2016,90.52600000000001,?,,,,,
,Dayton City,043844,Charity Adams Earley Girls Academy,000884,"440 Shoup Mill Rd Dayton, OH, 45415-3518",2016,63.782000000000004,?,,,,,
,Arcadia Local,047415,Arcadia Elementary School,000885,"19033 State Route 12 Arcadia, OH, 44804-9714",2016,94.88600000000001,?,,,,,
,Olentangy Local,046763,Glen Oak Elementary School,000892,"7300 Blue Holly Dr Lewis Center, OH, 43035-7145",2016,104.577,?,,,,,
,Arcadia Local,047415,Arcadia High School,000893,"19033 State Route 12 Arcadia, OH, 44804-9714",2016,85.828,?,,,,,
,Arcanum-Butler Local,046631,Arcanum Elementary School,000901,"2011 Trojan Ave Arcanum, OH, 45304-1381",2016,90.64500000000001,?,,,,,
,Cardington-Lincoln Local,048793,Cardington Intermediate School,000902,"349 Chesterville Avenue Cardington, OH, 43315-9397",2016,86.221,?,,,,,
,Arcanum-Butler Local,046631,Arcanum High School,000919,"2011 Trojan Ave Arcanum, OH, 45304-1381",2016,85.26100000000001,?,,,,,
,Archbold-Area Local,047043,Archbold Elementary School,000927,"500 Lafayette St Archbold, OH, 43502-1669",2016,100.852,?,,,,,
,Cleveland Entrepreneurship Preparatory School,000930,Cleveland Entrepreneurship Preparatory School,000930,"1417 E 36th St Fl 2 Cleveland, OH, 44114-4116",2016,73.607,?,,,,,
,Archbold-Area Local,047043,Archbold High School,000935,"600 Lafayette St Archbold, OH, 43502-1656",2016,95.382,?,,,,,
,Gateway Academy of Ohio,000938,Gateway Academy of Ohio,000938,"2323 Lake Club Dr Columbus, OH, 43232-3101",2016,39.655,?,,,,,
,Newark City,044453,Par Excellence Academy,000941,"96 Maholm St Newark, OH, 43055-3906",2016,75.072,?,,,,,
,Newton Falls Exempted Village,045567,Newton Falls Elementary School,000950,"909 Milton Blvd Newton Falls, OH, 44444-9707",2016,82.65100000000001,?,,,,,
,Toledo Preparatory and Fitness Academy,000951,Toledo Preparatory and Fitness Academy,000951,"3001 Hill Ave Toledo, OH, 43607-2932",2016,76.52300000000001,?,,,,,
,Columbus Preparatory and Fitness Academy,000952,Columbus Preparatory and Fitness Academy,000952,"1258 Demorest Rd Columbus, OH, 43204-7003",2016,66.97,?,,,,,
,Mt. Healthy Preparatory and Fitness Academy,000953,Mt. Healthy Preparatory and Fitness Academy,000953,"7601 Harrison Ave Cincinnati, OH, 45231-3107",2016,57.910000000000004,?,,,,,
,Toledo City,044909,Arlington Elementary School,000968,"707 Woodsdale Ave Toledo, OH, 43609-2963",2016,61.314,?,,,,,
,Arlington Local,047423,Arlington Local Elementary School,000976,"PO Box 260 Arlington, OH, 45814-0260",2016,92.506,?,,,,,
,Arlington Local,047423,Arlington Local High School,000992,"PO Box 260 Arlington, OH, 45814-0260",2016,85.061,?,,,,,
,Copley-Fairlawn City,049981,Arrowhead Primary Elementary School,001024,"1600 Raleigh Blvd Copley, OH, 44321-2024",2016,106.345,?,,,,,
,Cleveland Municipal,043786,Artemus Ward,001040,"4315 W 140th St Cleveland, OH, 44135-2128",2016,56.816,?,,,,,
,Solon City,046607,Arthur Road Elementary School,001057,"33425 Arthur Rd Solon, OH, 44139-4519",2016,114.32100000000001,?,,,,,
,Groveport Madison Local,046979,Asbury Elementary School,001073,"5127 Harbor Blvd Columbus, OH, 43232-6263",2016,71.733,?,,,,,
,Ashland City,043505,Ashland High School,001081,"1440 King Rd Ashland, OH, 44805-3635",2016,79.686,?,,,,,
,Ashland City,043505,Ashland Middle School,001099,"1520 King Rd Ashland, OH, 44805-3652",2016,85.016,?,,,,,
,Buckeye Valley Local,046755,Buckeye Valley East Elementary School,001107,"PO Box 356 Ashley, OH, 43003-0356",2016,75.64800000000001,?,,,,,
,Ashtabula Area City,043513,Lakeside High School,001123,"6600 Sanborn Rd Ashtabula, OH, 44004-9552",2016,60.435,?,,,,,
,Teays Valley Local,049098,Ashville Elementary School,001131,"90 Walnut St Ashville, OH, 43103-1538",2016,98.77,?,,,,,
,Athens City,043521,Athens High School,001149,"1 High School Rd The Plains, OH, 45780-1148",2016,81.772,?,,,,,
,Fremont City,044016,Atkinson Elementary School,001172,"1100 Delaware Ave Fremont, OH, 43420-4605",2016,80.406,?,,,,,
,Seneca East Local,049684,Seneca East Elementary,001180,"13343 E US Highway 224 Attica, OH, 44807-9301",2016,88.617,?,,,,,
,Seneca East Local,049684,Seneca East High School,001198,"13343 E US Highway 224 Attica, OH, 44807-9301",2016,88.78800000000001,?,,,,,
,Waterloo Local,049247,Waterloo Elementary School,001206,"1464 Industry Rd Atwater, OH, 44201-9349",2016,93.308,?,,,,,
,Shelby City,044776,Auburn Elementary School,001222,"109 Auburn Ave Shelby, OH, 44875-1103",2016,98.12,?,,,,,
,Kenston Local,047191,Timmons Elementary School,001230,"9595 E Washington St Chagrin Falls, OH, 44023-2762",2016,100.29700000000001,?,,,,,
,Paulding Exempted Village,045575,Oakwood Elementary School,001255,"PO Box 37 Oakwood, OH, 45873-0037",2016,103.304,?,,,,,
,Carrollton Exempted Village,045278,Augusta Elementary School,001271,"3117 Aurora Rd NE Carrollton, OH, 44615-9739",2016,99.302,?,,,,,
,Aurora City,049171,Aurora High School,001297,"109 W Pioneer Trl Aurora, OH, 44202-9103",2016,103.227,?,,,,,
,Geneva Area City,044057,Austinburg Elementary School,001321,"3030 State Route 307 Austinburg, OH, 44010-9703",2016,92.205,?,,,,,
,Austintown Local Schools,048298,Austintown Middle School,001339,"800 S Raccoon Rd Youngstown, OH, 44515-3537",2016,81.997,?,,,,,
,Hilliard City,047019,Avery Elementary School,001347,"4388 Avery Rd Hilliard, OH, 43026-1007",2016,92.171,?,,,,,
,Avon Local,048116,Avon High School,001370,"37545 Detroit Rd Avon, OH, 44011-2133",2016,97.61,?,,,,,
,Avon Lake City,048124,Avon Lake High School,001388,"175 Avon Belden Rd Avon Lake, OH, 44012-1600",2016,94.19200000000001,?,,,,,
,Columbus City,043802,Avondale Elementary School,001396,"141 Hawkes Ave Columbus, OH, 43222-1461",2016,73.885,?,,,,,
,Plain Local,049932,Avondale Elementary School,001404,"3933 Eaton Rd NW Canton, OH, 44708-1651",2016,104.048,?,,,,,
,Ayersville Local,046706,Ayersville Elementary School,001412,"28046 Watson Rd Defiance, OH, 43512-8851",2016,96.965,?,,,,,
,Ayersville Local,046706,Ayersville High School,001420,"28046 Watson Rd Defiance, OH, 43512-8851",2016,90.837,?,,,,,
,Joseph Badger Local,050179,Badger High School,001446,"7119 State Route 7 Kinsman, OH, 44428-9788",2016,88.70700000000001,?,,,,,
,Paint Valley Local,049510,Paint Valley Middle School,001453,"7454 Us Highway 50 W Bainbridge, OH, 45612-9708",2016,70.958,?,,,,,
,Mathews Local,050153,Baker Elementary School,001461,"4095 Sheridan Dr Vienna, OH, 44473-9606",2016,99.897,?,,,,,
,Akron City,043489,Barber Community Learning Center,001537,"665 Garry Rd Akron, OH, 44305-1760",2016,61.162000000000006,?,,,,,
,Barberton City,043539,Barberton High School,001545,"555 Barber Rd Barberton, OH, 44203-1765",2016,66.174,?,,,,,
,Warren Local,050500,Warren Middle School,001578,"70 Warrior Dr Vincent, OH, 45784-5036",2016,83.66600000000001,?,,,,,
,Barnesville Exempted Village,045203,Barnesville Elementary School,001594,"210 W Church St Barnesville, OH, 43713-1069",2016,93.98100000000001,?,,,,,
,Barnesville Exempted Village,045203,Barnesville High School,001602,"910 Shamrock Dr Barnesville, OH, 43713-9115",2016,76.235,?,,,,,
,Sheffield-Sheffield Lake City,044768,Brookside Intermediate School,001628,"1812 Harris Rd Sheffield Village, OH, 44054-2628",2016,92.373,?,,,,,
,Upper Arlington City,044933,Barrington Road Elementary School,001644,"1780 Barrington Rd Upper Arlington, OH, 43221-3839",2016,106.025,?,,,,,
,Westlake City,045062,Bassett Elementary School,001677,"2155 Bassett Rd Westlake, OH, 44145-2964",2016,107.018,?,,,,,
,Batavia Local,046300,Batavia Elementary School,001693,"215 Broadway St Batavia, OH, 45103-2803",2016,88.694,?,,,,,
,Batavia Local,046300,Batavia High School,001701,"1 Bull Dog Pl Batavia, OH, 45103-3213",2016,84.111,?,,,,,
,Revere Local,050054,Bath Elementary School,001735,"1246 N Cleveland Massillon Rd Akron, OH, 44333-2126",2016,107.477,?,,,,,
,Bath Local,045765,Bath Elementary School,001743,"2450 Bible Rd Lima, OH, 45801-2258",2016,91.229,?,,,,,
,Bath Local,045765,Bath High School,001750,"2850 Bible Rd Lima, OH, 45801-2242",2016,82.058,?,,,,,
,Bath Local,045765,Bath Middle School,001768,"2700 Bible Rd Lima, OH, 45801-2244",2016,90.558,?,,,,,
,Miamisburg City,044396,Bauer Elementary School,001776,"701 N. Springboro Pike Dayton, OH, 45449-3609",2016,93.22500000000001,?,,,,,
,Bay Village City,043547,Bay High School,001792,"29230 Wolf Rd Bay Village, OH, 44140-1809",2016,98.55600000000001,?,,,,,
,Bay Village City,043547,Bay Middle School,001800,"27725 Wolf Rd Bay Village, OH, 44140-2026",2016,102.88600000000001,?,,,,,
,Lakeview Local,050187,Lakeview Elementary School,001818,"2755 Bazetta Rd NE Warren, OH, 44481-9351",2016,96.549,?,,,,,
,Beachwood City,043554,Beachwood High School,001842,"25100 Fairmount Blvd Beachwood, OH, 44122-2250",2016,98.277,?,,,,,
,Hilliard City,047019,Beacon Elementary School,001859,"3600 Lacon Rd Hilliard, OH, 43026-1223",2016,88.953,?,,,,,
,Switzerland of Ohio Local,048652,Beallsville Elementary School,001875,"PO Box 262 Beallsville, OH, 43716-0262",2016,66.818,?,,,,,
,Switzerland of Ohio Local,048652,Beallsville High School,001883,"PO Box 262 Beallsville, OH, 43716-0262",2016,52.902,?,,,,,
,Miamisburg City,044396,Bear Elementary School,001891,"545 School St Miamisburg, OH, 45342-3049",2016,91.378,?,,,,,
,Columbus City,043802,Beatty Park Elementary School,001917,"519 Trevitt St Columbus, OH, 43203-1100",2016,39.833,?,,,,,
,Columbus City,043802,Columbus Spanish Immersion K-6 School,001925,"2155 Fenton St Columbus, OH, 43224-2314",2016,75.07900000000001,?,,,,,
,Beaver Local,046425,Beaver Local Middle School,001933,"46088 Bell School Rd East Liverpool, OH, 43920-8788",2016,87.36,?,,,,,
,Beaver Local,046425,Beaver Local High School,001958,"46088 Bell School Rd East Liverpool, OH, 43920-8788",2016,78.659,?,,,,,
,Beavercreek City,047241,Beavercreek High School,001966,"2660 Dayton Xenia Rd Beavercreek, OH, 45434-6416",2016,89.703,?,,,,,
,Kettering City,044180,Beavertown Elementary School,001982,"2700 Wilmington Pike Kettering, OH, 45419-2141",2016,98.38300000000001,?,,,,,
,Bedford City,043562,Bedford High School,002022,"481 Northfield Rd Bedford, OH, 44146-2201",2016,70.748,?,,,,,
,Whitehall City,045070,Beechwood Elementary School,002048,"455 Beechwood Rd Whitehall, OH, 43213-2313",2016,65.22,?,,,,,
,Canton City,043711,Belden Elementary School,002097,"2115 Georgetown Rd NE Canton, OH, 44704-2257",2016,60.374,?,,,,,
,Bellaire Local,043570,Bellaire High School,002139,"349 35th St Bellaire, OH, 43906-1278",2016,67.91,?,,,,,
,Bellbrook-Sugarcreek Local,047274,Bellbrook Middle School,002147,"3600 Feedwire Rd Bellbrook, OH, 45305-9704",2016,100.78800000000001,?,,,,,
,Bellbrook-Sugarcreek Local,047274,Bellbrook High School,002154,"3737 Upper Bellbrook Rd Bellbrook, OH, 45305-8750",2016,93.611,?,,,,,
,Benjamin Logan Local,048074,Benjamin Logan Elementary School,002170,"4560 County Road 26 Bellefontaine, OH, 43311-9532",2016,89.41600000000001,?,,,,,
,Dayton City,043844,Belle Haven PreK-8 School,002196,"4401 Free Pike Dayton, OH, 45416-1219",2016,48.384,?,,,,,
,Bellefontaine City,043588,Bellefontaine High School,002220,"555 E Lake Ave Bellefontaine, OH, 43311-2509",2016,75.19800000000001,?,,,,,
,Bellevue City,043596,Bellevue High School,002246,"200 Oakland Ave Bellevue, OH, 44811-1033",2016,76.393,?,,,,,
,Bellevue City,043596,Bellevue Middle School,002253,"215 North St Bellevue, OH, 44811-1431",2016,85.917,?,,,,,
,Clear Fork Valley Local,049411,Bellville Elementary School,002279,"195 School St Bellville, OH, 44813-1218",2016,91.10000000000001,?,,,,,
,Dayton City,043844,Belmont High School,002303,"2615 Wayne Ave Dayton, OH, 45420-1833",2016,44.453,?,,,,,
,West Branch Local,048389,Damascus Elementary,002311,"14405 Pricetown Road Salem, OH, 44460",2016,93.47800000000001,?,,,,,
,Belpre City,043604,Belpre High School,002337,"612 3rd St Belpre, OH, 45714-2387",2016,71.33200000000001,?,,,,,
,Cleveland Heights-University Heights City,043794,Gearity Professional Development School,002352,"2323 Wrenford Rd University Hts, OH, 44118-3902",2016,76.628,?,,,,,
,Cleveland Municipal,043786,Benjamin Franklin,002378,"1905 Spring Rd Cleveland, OH, 44109-4460",2016,64.89200000000001,?,,,,,
,Berkshire Local,047167,Berkshire High School,002436,"14510 North Cheshire Street Burton, OH, 44021",2016,83.74,?,,,,,
,Western Reserve Local,048397,Western Reserve Middle School,002444,"13850 W Akron Canfield Rd Berlin Center, OH, 44401-9752",2016,86.95700000000001,?,,,,,
,East Holmes Local,047688,Berlin Elementary School,002451,"PO Box 310 Berlin, OH, 44610-0310",2016,97.98,?,,,,,
,Edison Local (formerly Berlin-Milan),046789,Edison Middle School (formerly Berlin-Milan Middle School),002485,"20 Center St Berlin Heights, OH, 44814-9603",2016,96.82300000000001,?,,,,,
,Berne Union Local,046854,Berne Union Elementary School,002493,"506 N Main St Sugar Grove, OH, 43155-9500",2016,99.536,?,,,,,
,Berne Union Local,046854,Berne Union High School,002501,"506 N Main St Sugar Grove, OH, 43155-9500",2016,75.82600000000001,?,,,,,
,Lebanon City,044214,Berry Intermediate School,002519,"23 Oakwood Ave Lebanon, OH, 45036-1512",2016,94.083,?,,,,,
,Columbus City,043802,Berwick Alternative K-8 School,002527,"2655 Scottwood Rd Columbus, OH, 43209-3130",2016,69.89200000000001,?,,,,,
,Bethel Local,048611,Bethel Elementary School,002543,"7490 State Route 201 Tipp City, OH, 45371-7316",2016,92.306,?,,,,,
,Bethel-Tate Local,046318,Bethel Tate High School,002568,"3420 State Route 125 Bethel, OH, 45106-8560",2016,82.534,?,,,,,
,Bethel Local,048611,Bethel High School,002576,"7490 State Route 201 Tipp City, OH, 45371-7316",2016,76.788,?,,,,,
,Bethel-Tate Local,046318,Bethel-Tate Middle School,002584,"649 W Plane St Bethel, OH, 45106-1366",2016,86.74,?,,,,,
,Akron City,043489,Bettes Elementary School,002600,"1333 Betana Ave Akron, OH, 44310-2620",2016,73.38,?,,,,,
,Akron City,043489,Betty Jane Community Learning Center,002634,"444 Darrow Rd Akron, OH, 44305-3004",2016,80.152,?,,,,,
,Toledo City,044909,Beverly Elementary School,002642,"3548 S Detroit Ave Toledo, OH, 43614-4441",2016,89.152,?,,,,,
,Fort Frye Local,050484,Beverly-Center Elementary School,002659,"PO Box 1028 Beverly, OH, 45715-1028",2016,93.971,?,,,,,
,Mad River Local,048702,Beverly Gardens Elementary School,002667,"5555 Enright Ave Dayton, OH, 45431-2270",2016,91.718,?,,,,,
,Bexley City,043620,Bexley High School,002675,"326 S Cassingham Rd Bexley, OH, 43209-1898",2016,103.32300000000001,?,,,,,
,Gallia County Local,065680,River Valley Middle School,002683,"8779 State Route 160 Bidwell, OH, 45614-9010",2016,83.548,?,,,,,
,Big Walnut Local,046748,Big Walnut High School,002709,"PO Box 5001 Sunbury, OH, 43074-5001",2016,81.342,?,,,,,
,Columbus City,043802,Binns Elementary School,002733,"1080 Binns Blvd Columbus, OH, 43204-2381",2016,75.19,?,,,,,
,Toledo City,044909,Birmingham Elementary School,002758,"2222 Bakewell St Toledo, OH, 43605-1208",2016,60.709,?,,,,,
